index	outport	cost	SuccessFlag
0	0.0	2.0	1.0
1	0.0	2.0	1.0
2	27.0	3.0	1.0
3	24.0	3.0	1.0
4	8.0	2.0	1.0
5	0.0	2.0	1.0
6	9.0	3.0	1.0
7	22.0	2.0	1.0
8	22.0	3.0	1.0
9	24.0	3.0	1.0
10	9.0	3.0	1.0
11	22.0	2.0	1.0
12	25.0	3.0	1.0
13	22.0	3.0	1.0
14	23.0	2.0	1.0
15	20.0	3.0	1.0
16	0.0	2.0	1.0
17	12.0	3.0	1.0
18	24.0	3.0	1.0
19	8.0	3.0	1.0
20	23.0	3.0	1.0
21	17.0	3.0	1.0
22	22.0	3.0	1.0
23	15.0	3.0	1.0
24	15.0	2.0	1.0
25	0.0	2.0	1.0
26	19.0	3.0	1.0
27	11.0	3.0	1.0
28	11.0	3.0	1.0
29	0.0	2.0	1.0
30	9.0	2.0	1.0
31	16.0	3.0	1.0
32	8.0	2.0	1.0
33	17.0	3.0	1.0
34	26.0	3.0	1.0
35	0.0	2.0	1.0
36	27.0	3.0	1.0
37	15.0	2.0	1.0
38	28.0	3.0	1.0
39	0.0	2.0	1.0
40	23.0	2.0	1.0
41	19.0	3.0	1.0
42	10.0	3.0	1.0
43	25.0	3.0	1.0
44	16.0	2.0	1.0
45	8.0	3.0	1.0
46	17.0	3.0	1.0
47	15.0	2.0	1.0
48	0.0	2.0	1.0
49	0.0	2.0	1.0
50	8.0	2.0	1.0
51	0.0	2.0	1.0
52	0.0	2.0	1.0
53	27.0	3.0	1.0
54	22.0	2.0	1.0
55	0.0	2.0	1.0
56	8.0	3.0	1.0
57	23.0	2.0	1.0
58	8.0	2.0	1.0
59	24.0	2.0	1.0
60	9.0	2.0	1.0
61	12.0	3.0	1.0
62	21.0	3.0	1.0
63	0.0	2.0	1.0
64	0.0	2.0	1.0
65	22.0	2.0	1.0
66	-1.0	0.0	-1.0
67	0.0	2.0	1.0
68	12.0	3.0	1.0
69	0.0	2.0	1.0
70	11.0	3.0	1.0
71	-1.0	0.0	-1.0
72	27.0	3.0	1.0
73	0.0	2.0	1.0
74	0.0	2.0	1.0
75	18.0	3.0	1.0
76	-1.0	0.0	-1.0
77	22.0	2.0	1.0
78	8.0	2.0	1.0
79	28.0	3.0	1.0
80	-1.0	0.0	0.0
81	-1.0	0.0	-1.0
82	-1.0	0.0	-1.0
83	-1.0	0.0	-1.0
84	16.0	3.0	1.0
85	14.0	3.0	1.0
86	17.0	3.0	1.0
87	19.0	3.0	1.0
88	25.0	2.0	1.0
89	10.0	3.0	1.0
90	0.0	2.0	1.0
91	-1.0	0.0	-1.0
92	20.0	3.0	1.0
93	22.0	3.0	1.0
94	18.0	3.0	1.0
95	10.0	3.0	1.0
96	18.0	3.0	1.0
97	19.0	3.0	1.0
98	-1.0	0.0	-1.0
99	16.0	3.0	1.0
100	9.0	3.0	1.0
101	15.0	2.0	1.0
102	0.0	2.0	1.0
103	0.0	2.0	1.0
104	0.0	2.0	1.0
105	24.0	2.0	1.0
106	22.0	2.0	1.0
107	0.0	2.0	1.0
108	0.0	2.0	1.0
109	-1.0	0.0	0.0
110	15.0	2.0	1.0
111	26.0	3.0	1.0
112	17.0	3.0	1.0
113	25.0	3.0	1.0
114	11.0	3.0	1.0
115	23.0	3.0	1.0
116	-1.0	0.0	-1.0
117	9.0	2.0	1.0
118	22.0	2.0	1.0
119	8.0	2.0	1.0
120	19.0	3.0	1.0
121	0.0	2.0	1.0
122	-1.0	0.0	-1.0
123	9.0	2.0	1.0
124	9.0	2.0	1.0
125	9.0	2.0	1.0
126	-1.0	0.0	0.0
127	20.0	3.0	1.0
128	19.0	3.0	1.0
129	15.0	2.0	1.0
130	-1.0	0.0	0.0
131	0.0	2.0	1.0
132	0.0	2.0	1.0
133	8.0	3.0	1.0
