index	outport	cost	SuccessFlag
0	0.0	2.0	1.0
1	11.0	3.0	1.0
2	8.0	2.0	1.0
3	19.0	3.0	1.0
4	0.0	2.0	1.0
5	10.0	3.0	1.0
6	24.0	3.0	1.0
7	16.0	3.0	1.0
8	14.0	3.0	1.0
9	17.0	3.0	1.0
10	12.0	3.0	1.0
11	8.0	2.0	1.0
12	13.0	3.0	1.0
13	26.0	3.0	1.0
14	0.0	2.0	1.0
15	0.0	2.0	1.0
16	0.0	2.0	1.0
17	20.0	3.0	1.0
18	0.0	2.0	1.0
19	17.0	3.0	1.0
20	18.0	3.0	1.0
21	22.0	2.0	1.0
22	22.0	2.0	1.0
23	18.0	3.0	1.0
24	10.0	3.0	1.0
25	18.0	3.0	1.0
26	0.0	2.0	1.0
27	19.0	3.0	1.0
28	9.0	2.0	1.0
29	22.0	2.0	1.0
30	0.0	2.0	1.0
31	28.0	3.0	1.0
32	15.0	2.0	1.0
33	17.0	3.0	1.0
34	0.0	2.0	1.0
35	20.0	3.0	1.0
36	12.0	3.0	1.0
37	16.0	3.0	1.0
38	14.0	3.0	1.0
39	19.0	3.0	1.0
40	0.0	2.0	1.0
41	15.0	3.0	1.0
42	22.0	2.0	1.0
43	0.0	2.0	1.0
44	0.0	2.0	1.0
45	20.0	3.0	1.0
46	15.0	2.0	1.0
47	8.0	2.0	1.0
48	15.0	3.0	1.0
49	8.0	2.0	1.0
50	27.0	3.0	1.0
51	15.0	2.0	1.0
52	0.0	2.0	1.0
53	12.0	3.0	1.0
54	22.0	2.0	1.0
55	23.0	2.0	1.0
56	13.0	3.0	1.0
57	9.0	2.0	1.0
58	0.0	2.0	1.0
59	9.0	2.0	1.0
60	15.0	2.0	1.0
61	22.0	2.0	1.0
62	8.0	3.0	1.0
63	27.0	3.0	1.0
64	-1.0	0.0	-1.0
65	22.0	2.0	1.0
66	16.0	3.0	1.0
67	8.0	2.0	1.0
68	-1.0	0.0	0.0
69	8.0	2.0	1.0
70	0.0	2.0	1.0
71	16.0	3.0	1.0
72	-1.0	0.0	-1.0
73	27.0	3.0	1.0
74	15.0	2.0	1.0
75	28.0	3.0	1.0
76	-1.0	0.0	0.0
77	17.0	3.0	1.0
78	-1.0	0.0	-1.0
79	13.0	3.0	1.0
80	-1.0	0.0	-1.0
81	25.0	3.0	1.0
82	26.0	3.0	1.0
83	22.0	2.0	1.0
84	-1.0	0.0	-1.0
85	24.0	3.0	1.0
86	23.0	3.0	1.0
87	26.0	3.0	1.0
88	22.0	2.0	1.0
89	16.0	3.0	1.0
90	15.0	2.0	1.0
91	-1.0	0.0	0.0
92	15.0	3.0	1.0
93	8.0	2.0	1.0
94	19.0	3.0	1.0
95	16.0	3.0	1.0
96	14.0	3.0	1.0
97	8.0	3.0	1.0
