index	outport	cost	SuccessFlag
0	0.0	2.0	1.0
1	10.0	3.0	1.0
2	0.0	2.0	1.0
3	10.0	3.0	1.0
4	25.0	3.0	1.0
5	27.0	3.0	1.0
6	13.0	3.0	1.0
7	14.0	3.0	1.0
8	8.0	3.0	1.0
9	0.0	2.0	1.0
10	19.0	3.0	1.0
11	0.0	2.0	1.0
12	17.0	3.0	1.0
13	0.0	2.0	1.0
14	24.0	3.0	1.0
15	-1.0	0.0	-1.0
16	11.0	3.0	1.0
17	24.0	3.0	1.0
18	22.0	2.0	1.0
19	22.0	3.0	1.0
20	15.0	2.0	1.0
21	0.0	2.0	1.0
22	8.0	3.0	1.0
23	27.0	3.0	1.0
24	15.0	3.0	1.0
25	0.0	2.0	1.0
26	0.0	2.0	1.0
27	0.0	2.0	1.0
28	0.0	2.0	1.0
29	-1.0	0.0	-1.0
30	24.0	3.0	1.0
31	13.0	3.0	1.0
32	8.0	2.0	1.0
33	26.0	3.0	1.0
34	0.0	2.0	1.0
35	24.0	3.0	1.0
36	15.0	2.0	1.0
37	23.0	2.0	1.0
38	0.0	2.0	1.0
39	8.0	2.0	1.0
40	21.0	3.0	1.0
41	8.0	2.0	1.0
42	-1.0	0.0	-1.0
43	16.0	3.0	1.0
44	23.0	3.0	1.0
45	8.0	2.0	1.0
46	16.0	3.0	1.0
47	0.0	2.0	1.0
48	15.0	2.0	1.0
49	15.0	2.0	1.0
50	0.0	2.0	1.0
51	0.0	2.0	1.0
52	9.0	3.0	1.0
53	-1.0	0.0	-1.0
54	22.0	3.0	1.0
55	-1.0	0.0	-1.0
56	0.0	2.0	1.0
57	8.0	2.0	1.0
58	0.0	2.0	1.0
59	8.0	2.0	1.0
60	15.0	2.0	1.0
61	0.0	2.0	1.0
62	8.0	2.0	1.0
63	22.0	2.0	1.0
64	0.0	2.0	1.0
65	0.0	2.0	1.0
66	-1.0	0.0	-1.0
67	0.0	2.0	1.0
68	15.0	3.0	1.0
69	0.0	2.0	1.0
70	21.0	3.0	1.0
71	22.0	2.0	1.0
72	16.0	2.0	1.0
73	-1.0	0.0	-1.0
74	8.0	3.0	1.0
75	28.0	3.0	1.0
76	-1.0	0.0	-1.0
77	-1.0	0.0	-1.0
78	17.0	3.0	1.0
79	26.0	3.0	1.0
80	-1.0	0.0	-1.0
81	15.0	2.0	1.0
82	-1.0	0.0	-1.0
83	0.0	2.0	1.0
84	-1.0	0.0	0.0
85	0.0	2.0	1.0
86	0.0	2.0	1.0
87	0.0	2.0	1.0
88	8.0	3.0	1.0
89	13.0	3.0	1.0
90	8.0	2.0	1.0
91	-1.0	0.0	0.0
92	11.0	3.0	1.0
93	-1.0	0.0	0.0
94	0.0	2.0	1.0
95	26.0	3.0	1.0
96	12.0	3.0	1.0
97	8.0	2.0	1.0
98	17.0	2.0	1.0
99	0.0	2.0	1.0
100	-1.0	0.0	-1.0
101	-1.0	0.0	-1.0
102	11.0	3.0	1.0
103	10.0	3.0	1.0
104	22.0	2.0	1.0
105	16.0	3.0	1.0
106	22.0	2.0	1.0
107	0.0	2.0	1.0
108	21.0	3.0	1.0
109	21.0	3.0	1.0
110	28.0	3.0	1.0
111	0.0	2.0	1.0
112	18.0	2.0	1.0
113	0.0	2.0	1.0
114	0.0	2.0	1.0
115	19.0	3.0	1.0
116	-1.0	0.0	-1.0
117	24.0	3.0	1.0
118	22.0	2.0	1.0
119	12.0	3.0	1.0
120	25.0	3.0	1.0
121	9.0	2.0	1.0
122	0.0	2.0	1.0
123	9.0	3.0	1.0
124	10.0	2.0	1.0
125	15.0	3.0	1.0
126	23.0	3.0	1.0
127	-1.0	0.0	0.0
128	18.0	3.0	1.0
129	-1.0	0.0	-1.0
130	0.0	2.0	1.0
131	15.0	2.0	1.0
132	-1.0	0.0	-1.0
133	8.0	2.0	1.0
134	-1.0	0.0	-1.0
135	24.0	3.0	1.0
136	9.0	3.0	1.0
137	25.0	3.0	1.0
138	-1.0	0.0	-1.0
139	0.0	2.0	1.0
140	9.0	3.0	1.0
141	17.0	2.0	1.0
142	17.0	2.0	1.0
143	-1.0	0.0	-1.0
144	-1.0	0.0	-1.0
145	15.0	2.0	1.0
146	24.0	2.0	1.0
147	-1.0	0.0	-1.0
148	-1.0	0.0	0.0
149	-1.0	0.0	-1.0
150	24.0	3.0	1.0
151	8.0	2.0	1.0
152	-1.0	0.0	-1.0
153	-1.0	0.0	-1.0
154	-1.0	0.0	-1.0
155	18.0	3.0	1.0
156	-1.0	0.0	-1.0
157	15.0	2.0	1.0
158	0.0	2.0	1.0
159	0.0	2.0	1.0
160	12.0	3.0	1.0
161	0.0	2.0	1.0
162	15.0	2.0	1.0
163	16.0	3.0	1.0
164	-1.0	0.0	-1.0
165	15.0	2.0	1.0
166	26.0	2.0	1.0
167	-1.0	0.0	-1.0
168	17.0	3.0	1.0
169	21.0	3.0	1.0
170	-1.0	0.0	-1.0
171	0.0	2.0	1.0
172	18.0	3.0	1.0
173	20.0	3.0	1.0
174	22.0	3.0	1.0
175	22.0	2.0	1.0
176	-1.0	0.0	-1.0
177	19.0	3.0	1.0
178	23.0	2.0	1.0
179	-1.0	0.0	-1.0
180	16.0	2.0	1.0
181	9.0	3.0	1.0
182	-1.0	0.0	-1.0
183	-1.0	0.0	-1.0
184	15.0	3.0	1.0
185	22.0	2.0	1.0
186	9.0	2.0	1.0
187	25.0	3.0	1.0
188	20.0	3.0	1.0
189	-1.0	0.0	-1.0
190	28.0	3.0	1.0
191	19.0	2.0	1.0
192	22.0	2.0	1.0
193	0.0	2.0	1.0
194	-1.0	0.0	0.0
195	15.0	2.0	1.0
196	-1.0	0.0	-1.0
197	15.0	2.0	1.0
198	0.0	2.0	1.0
199	-1.0	0.0	-1.0
200	-1.0	0.0	0.0
201	0.0	2.0	1.0
202	0.0	2.0	1.0
203	-1.0	0.0	0.0
204	0.0	2.0	1.0
205	-1.0	0.0	-1.0
206	22.0	2.0	1.0
207	-1.0	0.0	0.0
208	23.0	2.0	1.0
209	13.0	3.0	1.0
210	0.0	2.0	1.0
211	20.0	3.0	1.0
212	-1.0	0.0	0.0
213	27.0	3.0	1.0
214	11.0	3.0	1.0
215	0.0	2.0	1.0
216	-1.0	0.0	-1.0
217	8.0	3.0	1.0
218	18.0	3.0	1.0
219	0.0	2.0	1.0
220	23.0	3.0	1.0
221	-1.0	0.0	-1.0
222	0.0	2.0	1.0
223	-1.0	0.0	-1.0
224	16.0	2.0	1.0
225	-1.0	0.0	-1.0
226	27.0	3.0	1.0
227	-1.0	0.0	-1.0
228	11.0	2.0	1.0
229	-1.0	0.0	0.0
230	-1.0	0.0	-1.0
231	16.0	3.0	1.0
232	24.0	3.0	1.0
233	23.0	3.0	1.0
234	12.0	3.0	1.0
235	-1.0	0.0	-1.0
