index	outport	cost	SuccessFlag
0	27.0	3.0	1.0
1	0.0	2.0	1.0
2	27.0	3.0	1.0
3	0.0	2.0	1.0
4	0.0	2.0	1.0
5	0.0	2.0	1.0
6	22.0	2.0	1.0
7	23.0	2.0	1.0
8	17.0	3.0	1.0
9	0.0	2.0	1.0
10	23.0	3.0	1.0
11	18.0	3.0	1.0
12	0.0	2.0	1.0
13	16.0	3.0	1.0
14	15.0	2.0	1.0
15	9.0	3.0	1.0
16	8.0	2.0	1.0
17	28.0	3.0	1.0
18	8.0	2.0	1.0
19	0.0	2.0	1.0
20	9.0	2.0	1.0
21	0.0	2.0	1.0
22	0.0	2.0	1.0
23	22.0	2.0	1.0
24	8.0	2.0	1.0
25	22.0	2.0	1.0
26	0.0	2.0	1.0
27	15.0	2.0	1.0
28	15.0	2.0	1.0
29	13.0	3.0	1.0
30	8.0	3.0	1.0
31	0.0	2.0	1.0
32	27.0	3.0	1.0
33	23.0	2.0	1.0
34	20.0	3.0	1.0
35	21.0	3.0	1.0
36	25.0	3.0	1.0
37	17.0	2.0	1.0
38	9.0	2.0	1.0
39	14.0	3.0	1.0
40	0.0	2.0	1.0
41	-1.0	0.0	-1.0
42	0.0	2.0	1.0
43	0.0	2.0	1.0
44	16.0	3.0	1.0
45	19.0	3.0	1.0
46	8.0	2.0	1.0
47	11.0	3.0	1.0
48	22.0	2.0	1.0
49	10.0	2.0	1.0
50	-1.0	0.0	0.0
51	-1.0	0.0	0.0
52	11.0	3.0	1.0
53	13.0	3.0	1.0
54	-1.0	0.0	-1.0
55	11.0	2.0	1.0
56	-1.0	0.0	-1.0
57	25.0	3.0	1.0
58	22.0	2.0	1.0
59	15.0	2.0	1.0
60	10.0	3.0	1.0
61	22.0	2.0	1.0
62	-1.0	0.0	0.0
63	21.0	3.0	1.0
64	0.0	2.0	1.0
65	23.0	2.0	1.0
66	15.0	2.0	1.0
67	0.0	2.0	1.0
68	16.0	3.0	1.0
69	0.0	2.0	1.0
70	23.0	3.0	1.0
71	23.0	2.0	1.0
72	26.0	3.0	1.0
73	22.0	2.0	1.0
74	22.0	3.0	1.0
75	0.0	2.0	1.0
76	15.0	2.0	1.0
77	-1.0	0.0	-1.0
78	15.0	2.0	1.0
79	16.0	2.0	1.0
80	10.0	2.0	1.0
81	0.0	2.0	1.0
82	12.0	3.0	1.0
83	-1.0	0.0	-1.0
84	15.0	3.0	1.0
85	21.0	3.0	1.0
86	-1.0	0.0	-1.0
87	0.0	2.0	1.0
88	15.0	3.0	1.0
89	-1.0	0.0	-1.0
90	10.0	3.0	1.0
91	-1.0	0.0	-1.0
92	12.0	3.0	1.0
93	24.0	2.0	1.0
94	26.0	3.0	1.0
95	-1.0	0.0	-1.0
96	8.0	2.0	1.0
97	18.0	3.0	1.0
98	20.0	3.0	1.0
99	0.0	2.0	1.0
100	0.0	2.0	1.0
101	15.0	2.0	1.0
102	25.0	3.0	1.0
103	9.0	2.0	1.0
104	10.0	2.0	1.0
105	-1.0	0.0	0.0
106	13.0	3.0	1.0
107	15.0	2.0	1.0
