index	outport	cost	SuccessFlag
0	8.0	2.0	1.0
1	12.0	3.0	1.0
2	0.0	2.0	1.0
3	0.0	2.0	1.0
4	28.0	3.0	1.0
5	25.0	3.0	1.0
6	10.0	3.0	1.0
7	15.0	3.0	1.0
8	0.0	2.0	1.0
9	-1.0	0.0	-1.0
10	0.0	2.0	1.0
11	8.0	3.0	1.0
12	0.0	2.0	1.0
13	0.0	2.0	1.0
14	-1.0	0.0	-1.0
15	0.0	2.0	1.0
16	13.0	3.0	1.0
17	16.0	2.0	1.0
18	19.0	3.0	1.0
19	15.0	2.0	1.0
20	14.0	3.0	1.0
21	20.0	3.0	1.0
22	22.0	3.0	1.0
23	23.0	3.0	1.0
24	0.0	2.0	1.0
25	15.0	2.0	1.0
26	0.0	2.0	1.0
27	14.0	3.0	1.0
28	-1.0	0.0	-1.0
29	22.0	2.0	1.0
30	13.0	3.0	1.0
31	22.0	2.0	1.0
32	14.0	3.0	1.0
33	14.0	3.0	1.0
34	0.0	2.0	1.0
35	8.0	3.0	1.0
36	24.0	3.0	1.0
37	9.0	3.0	1.0
38	15.0	2.0	1.0
39	0.0	2.0	1.0
40	-1.0	0.0	0.0
41	26.0	3.0	1.0
42	28.0	3.0	1.0
43	15.0	2.0	1.0
44	23.0	3.0	1.0
45	25.0	3.0	1.0
46	-1.0	0.0	-1.0
47	15.0	3.0	1.0
48	-1.0	0.0	-1.0
49	0.0	2.0	1.0
50	18.0	3.0	1.0
51	21.0	3.0	1.0
52	17.0	3.0	1.0
53	16.0	2.0	1.0
54	9.0	3.0	1.0
55	15.0	2.0	1.0
56	10.0	3.0	1.0
57	23.0	2.0	1.0
58	15.0	2.0	1.0
59	-1.0	0.0	0.0
60	12.0	3.0	1.0
61	20.0	3.0	1.0
62	-1.0	0.0	-1.0
63	12.0	3.0	1.0
64	0.0	2.0	1.0
65	22.0	2.0	1.0
66	11.0	3.0	1.0
67	17.0	2.0	1.0
68	22.0	3.0	1.0
69	17.0	3.0	1.0
70	0.0	2.0	1.0
71	9.0	2.0	1.0
72	17.0	3.0	1.0
73	28.0	3.0	1.0
74	15.0	2.0	1.0
75	10.0	2.0	1.0
76	0.0	2.0	1.0
77	0.0	2.0	1.0
78	11.0	2.0	1.0
79	22.0	2.0	1.0
80	-1.0	0.0	-1.0
81	19.0	3.0	1.0
82	28.0	3.0	1.0
83	22.0	2.0	1.0
84	16.0	3.0	1.0
85	0.0	2.0	1.0
86	10.0	3.0	1.0
87	25.0	3.0	1.0
88	8.0	3.0	1.0
89	8.0	3.0	1.0
90	-1.0	0.0	0.0
91	0.0	2.0	1.0
92	23.0	2.0	1.0
93	0.0	2.0	1.0
94	-1.0	0.0	-1.0
95	26.0	3.0	1.0
96	8.0	3.0	1.0
97	19.0	2.0	1.0
98	-1.0	0.0	0.0
99	-1.0	0.0	-1.0
100	-1.0	0.0	-1.0
101	22.0	3.0	1.0
102	-1.0	0.0	-1.0
103	0.0	2.0	1.0
104	23.0	2.0	1.0
105	9.0	2.0	1.0
106	15.0	2.0	1.0
107	25.0	3.0	1.0
108	24.0	2.0	1.0
109	0.0	2.0	1.0
110	14.0	3.0	1.0
111	-1.0	0.0	-1.0
112	8.0	2.0	1.0
113	23.0	2.0	1.0
114	15.0	2.0	1.0
115	-1.0	0.0	0.0
116	22.0	3.0	1.0
117	20.0	3.0	1.0
118	24.0	2.0	1.0
119	0.0	2.0	1.0
120	21.0	3.0	1.0
121	-1.0	0.0	0.0
122	28.0	3.0	1.0
123	21.0	3.0	1.0
124	-1.0	0.0	-1.0
125	14.0	3.0	1.0
126	-1.0	0.0	-1.0
127	13.0	3.0	1.0
128	17.0	3.0	1.0
129	19.0	3.0	1.0
130	-1.0	0.0	0.0
131	0.0	2.0	1.0
132	22.0	2.0	1.0
133	0.0	2.0	1.0
134	25.0	3.0	1.0
135	0.0	2.0	1.0
136	0.0	2.0	1.0
137	20.0	2.0	1.0
138	19.0	3.0	1.0
139	-1.0	0.0	-1.0
140	0.0	2.0	1.0
141	10.0	2.0	1.0
142	0.0	2.0	1.0
143	0.0	2.0	1.0
144	0.0	2.0	1.0
145	18.0	3.0	1.0
146	-1.0	0.0	0.0
147	28.0	3.0	1.0
148	0.0	2.0	1.0
149	0.0	2.0	1.0
150	-1.0	0.0	0.0
151	25.0	3.0	1.0
152	0.0	2.0	1.0
153	-1.0	0.0	-1.0
154	17.0	3.0	1.0
155	16.0	3.0	1.0
156	12.0	3.0	1.0
157	8.0	2.0	1.0
158	12.0	3.0	1.0
159	22.0	2.0	1.0
160	23.0	2.0	1.0
161	0.0	2.0	1.0
162	-1.0	0.0	-1.0
163	-1.0	0.0	-1.0
164	-1.0	0.0	-1.0
165	9.0	2.0	1.0
166	-1.0	0.0	-1.0
167	19.0	3.0	1.0
168	21.0	3.0	1.0
169	9.0	3.0	1.0
170	8.0	2.0	1.0
171	9.0	2.0	1.0
172	22.0	2.0	1.0
173	24.0	2.0	1.0
174	12.0	3.0	1.0
175	-1.0	0.0	-1.0
176	21.0	3.0	1.0
177	27.0	2.0	1.0
178	19.0	3.0	1.0
179	-1.0	0.0	-1.0
180	-1.0	0.0	-1.0
181	28.0	3.0	1.0
182	22.0	2.0	1.0
183	26.0	2.0	1.0
184	0.0	2.0	1.0
185	-1.0	0.0	0.0
186	-1.0	0.0	0.0
187	24.0	2.0	1.0
188	25.0	3.0	1.0
189	22.0	2.0	1.0
190	9.0	2.0	1.0
191	-1.0	0.0	0.0
192	25.0	3.0	1.0
193	18.0	3.0	1.0
194	-1.0	0.0	0.0
195	-1.0	0.0	-1.0
196	0.0	2.0	1.0
197	-1.0	0.0	-1.0
198	22.0	2.0	1.0
199	0.0	2.0	1.0
200	-1.0	0.0	-1.0
201	9.0	2.0	1.0
202	18.0	3.0	1.0
203	-1.0	0.0	-1.0
204	-1.0	0.0	-1.0
205	10.0	3.0	1.0
206	8.0	2.0	1.0
207	25.0	3.0	1.0
208	15.0	2.0	1.0
209	15.0	2.0	1.0
210	0.0	2.0	1.0
211	26.0	3.0	1.0
212	25.0	3.0	1.0
213	26.0	2.0	1.0
214	14.0	3.0	1.0
215	25.0	3.0	1.0
216	-1.0	0.0	-1.0
217	15.0	2.0	1.0
218	-1.0	0.0	0.0
219	-1.0	0.0	-1.0
220	0.0	2.0	1.0
221	15.0	2.0	1.0
222	-1.0	0.0	0.0
223	11.0	2.0	1.0
224	27.0	3.0	1.0
225	13.0	3.0	1.0
226	-1.0	0.0	-1.0
227	21.0	3.0	1.0
228	21.0	3.0	1.0
229	20.0	3.0	1.0
230	24.0	3.0	1.0
231	-1.0	0.0	-1.0
232	11.0	3.0	1.0
233	8.0	2.0	1.0
234	11.0	3.0	1.0
235	-1.0	0.0	-1.0
236	9.0	3.0	1.0
237	12.0	2.0	1.0
238	-1.0	0.0	0.0
239	-1.0	0.0	-1.0
240	-1.0	0.0	-1.0
241	24.0	2.0	1.0
242	27.0	3.0	1.0
243	22.0	2.0	1.0
244	-1.0	0.0	-1.0
245	0.0	2.0	1.0
246	0.0	2.0	1.0
247	23.0	2.0	1.0
248	0.0	2.0	1.0
