index	outport	cost	SuccessFlag
0	0.0	2.0	1.0
1	22.0	2.0	1.0
2	12.0	3.0	1.0
3	21.0	3.0	1.0
4	8.0	2.0	1.0
5	11.0	3.0	1.0
6	15.0	2.0	1.0
7	12.0	3.0	1.0
8	8.0	2.0	1.0
9	0.0	2.0	1.0
10	14.0	3.0	1.0
11	-1.0	0.0	0.0
12	12.0	3.0	1.0
13	11.0	3.0	1.0
14	15.0	2.0	1.0
15	12.0	3.0	1.0
16	0.0	2.0	1.0
17	20.0	3.0	1.0
18	20.0	3.0	1.0
19	0.0	2.0	1.0
20	20.0	3.0	1.0
21	15.0	3.0	1.0
22	16.0	2.0	1.0
23	0.0	2.0	1.0
24	23.0	3.0	1.0
25	9.0	3.0	1.0
26	17.0	2.0	1.0
27	26.0	3.0	1.0
28	28.0	3.0	1.0
29	0.0	2.0	1.0
30	14.0	3.0	1.0
31	22.0	2.0	1.0
32	8.0	2.0	1.0
33	24.0	3.0	1.0
34	23.0	3.0	1.0
35	25.0	3.0	1.0
36	25.0	3.0	1.0
37	10.0	3.0	1.0
38	19.0	3.0	1.0
39	0.0	2.0	1.0
40	8.0	2.0	1.0
41	22.0	3.0	1.0
42	0.0	2.0	1.0
43	16.0	3.0	1.0
44	8.0	2.0	1.0
45	18.0	3.0	1.0
46	15.0	2.0	1.0
47	0.0	2.0	1.0
48	25.0	3.0	1.0
49	14.0	3.0	1.0
50	27.0	3.0	1.0
51	8.0	3.0	1.0
52	20.0	3.0	1.0
53	0.0	2.0	1.0
54	16.0	2.0	1.0
55	0.0	2.0	1.0
56	28.0	3.0	1.0
57	0.0	2.0	1.0
58	0.0	2.0	1.0
59	11.0	3.0	1.0
60	0.0	2.0	1.0
61	24.0	3.0	1.0
62	28.0	3.0	1.0
63	22.0	2.0	1.0
64	0.0	2.0	1.0
65	10.0	3.0	1.0
66	0.0	2.0	1.0
67	20.0	3.0	1.0
68	0.0	2.0	1.0
69	0.0	2.0	1.0
70	18.0	3.0	1.0
71	-1.0	0.0	0.0
72	8.0	2.0	1.0
73	9.0	3.0	1.0
74	21.0	3.0	1.0
75	20.0	3.0	1.0
76	13.0	3.0	1.0
77	-1.0	0.0	0.0
78	10.0	3.0	1.0
79	-1.0	0.0	0.0
80	22.0	3.0	1.0
81	21.0	3.0	1.0
82	8.0	2.0	1.0
83	26.0	3.0	1.0
84	-1.0	0.0	-1.0
85	-1.0	0.0	-1.0
86	-1.0	0.0	-1.0
87	10.0	3.0	1.0
88	11.0	3.0	1.0
89	18.0	3.0	1.0
90	22.0	2.0	1.0
91	0.0	2.0	1.0
92	-1.0	0.0	-1.0
93	-1.0	0.0	-1.0
94	0.0	2.0	1.0
95	22.0	2.0	1.0
96	13.0	3.0	1.0
97	22.0	2.0	1.0
98	10.0	3.0	1.0
99	24.0	3.0	1.0
100	26.0	3.0	1.0
101	-1.0	0.0	-1.0
102	17.0	3.0	1.0
103	18.0	3.0	1.0
104	8.0	2.0	1.0
105	28.0	3.0	1.0
106	18.0	3.0	1.0
107	14.0	3.0	1.0
108	16.0	2.0	1.0
109	26.0	3.0	1.0
110	23.0	2.0	1.0
111	22.0	2.0	1.0
112	21.0	3.0	1.0
113	9.0	2.0	1.0
114	-1.0	0.0	0.0
115	12.0	3.0	1.0
116	22.0	2.0	1.0
117	10.0	3.0	1.0
118	15.0	2.0	1.0
119	0.0	2.0	1.0
120	0.0	2.0	1.0
