index	outport	cost	SuccessFlag
0	0.0	2.0	1.0
1	15.0	2.0	1.0
2	15.0	2.0	1.0
3	22.0	2.0	1.0
4	8.0	2.0	1.0
5	24.0	3.0	1.0
6	24.0	3.0	1.0
7	0.0	2.0	1.0
8	13.0	3.0	1.0
9	26.0	3.0	1.0
10	23.0	3.0	1.0
11	26.0	3.0	1.0
12	-1.0	0.0	0.0
13	27.0	3.0	1.0
14	18.0	3.0	1.0
15	21.0	3.0	1.0
16	9.0	3.0	1.0
17	22.0	3.0	1.0
18	0.0	2.0	1.0
19	15.0	3.0	1.0
20	18.0	3.0	1.0
21	18.0	3.0	1.0
22	0.0	2.0	1.0
23	0.0	2.0	1.0
24	27.0	3.0	1.0
25	15.0	2.0	1.0
26	11.0	3.0	1.0
27	25.0	3.0	1.0
28	17.0	3.0	1.0
29	28.0	3.0	1.0
30	0.0	2.0	1.0
31	10.0	3.0	1.0
32	19.0	3.0	1.0
33	19.0	3.0	1.0
34	9.0	2.0	1.0
35	-1.0	0.0	0.0
36	25.0	3.0	1.0
37	0.0	2.0	1.0
38	0.0	2.0	1.0
39	17.0	3.0	1.0
40	0.0	2.0	1.0
41	-1.0	0.0	-1.0
42	22.0	2.0	1.0
43	22.0	2.0	1.0
44	8.0	2.0	1.0
45	0.0	2.0	1.0
46	-1.0	0.0	-1.0
47	21.0	3.0	1.0
48	23.0	2.0	1.0
49	14.0	3.0	1.0
50	8.0	2.0	1.0
51	0.0	2.0	1.0
52	0.0	2.0	1.0
53	20.0	3.0	1.0
54	8.0	2.0	1.0
55	22.0	2.0	1.0
56	17.0	3.0	1.0
57	25.0	3.0	1.0
58	26.0	3.0	1.0
59	23.0	2.0	1.0
60	15.0	2.0	1.0
61	15.0	2.0	1.0
62	8.0	3.0	1.0
63	14.0	3.0	1.0
64	8.0	3.0	1.0
65	0.0	2.0	1.0
66	0.0	2.0	1.0
67	0.0	2.0	1.0
68	8.0	2.0	1.0
69	22.0	2.0	1.0
70	22.0	2.0	1.0
71	16.0	3.0	1.0
72	22.0	3.0	1.0
73	9.0	2.0	1.0
74	18.0	3.0	1.0
75	10.0	2.0	1.0
76	17.0	3.0	1.0
77	0.0	2.0	1.0
78	8.0	2.0	1.0
79	-1.0	0.0	0.0
80	14.0	3.0	1.0
81	25.0	3.0	1.0
82	0.0	2.0	1.0
83	21.0	3.0	1.0
84	8.0	2.0	1.0
85	0.0	2.0	1.0
86	26.0	3.0	1.0
87	19.0	3.0	1.0
88	19.0	3.0	1.0
89	11.0	3.0	1.0
90	8.0	2.0	1.0
91	-1.0	0.0	-1.0
92	10.0	2.0	1.0
93	19.0	3.0	1.0
94	28.0	3.0	1.0
95	26.0	3.0	1.0
96	-1.0	0.0	-1.0
97	-1.0	0.0	0.0
98	11.0	2.0	1.0
99	-1.0	0.0	-1.0
100	12.0	3.0	1.0
101	-1.0	0.0	0.0
102	-1.0	0.0	-1.0
103	15.0	2.0	1.0
104	19.0	3.0	1.0
105	23.0	3.0	1.0
106	24.0	3.0	1.0
107	19.0	3.0	1.0
108	22.0	3.0	1.0
109	0.0	2.0	1.0
110	0.0	2.0	1.0
111	0.0	2.0	1.0
112	-1.0	0.0	-1.0
113	10.0	2.0	1.0
114	24.0	2.0	1.0
115	9.0	3.0	1.0
116	-1.0	0.0	-1.0
117	-1.0	0.0	0.0
118	-1.0	0.0	0.0
119	-1.0	0.0	0.0
120	0.0	2.0	1.0
121	-1.0	0.0	-1.0
122	-1.0	0.0	-1.0
123	-1.0	0.0	-1.0
124	9.0	3.0	1.0
125	15.0	2.0	1.0
126	8.0	2.0	1.0
127	0.0	2.0	1.0
128	18.0	3.0	1.0
129	0.0	2.0	1.0
130	10.0	3.0	1.0
131	20.0	3.0	1.0
132	-1.0	0.0	0.0
133	17.0	3.0	1.0
134	0.0	2.0	1.0
135	-1.0	0.0	-1.0
136	15.0	2.0	1.0
137	-1.0	0.0	-1.0
138	15.0	2.0	1.0
139	-1.0	0.0	-1.0
140	15.0	2.0	1.0
141	26.0	3.0	1.0
142	26.0	3.0	1.0
143	14.0	3.0	1.0
144	25.0	3.0	1.0
145	9.0	2.0	1.0
146	-1.0	0.0	-1.0
147	-1.0	0.0	-1.0
148	0.0	2.0	1.0
149	-1.0	0.0	0.0
150	17.0	3.0	1.0
151	28.0	3.0	1.0
152	0.0	2.0	1.0
153	0.0	2.0	1.0
154	-1.0	0.0	-1.0
155	-1.0	0.0	-1.0
156	-1.0	0.0	-1.0
157	21.0	3.0	1.0
158	-1.0	0.0	-1.0
159	11.0	3.0	1.0
160	9.0	3.0	1.0
161	8.0	2.0	1.0
162	-1.0	0.0	-1.0
163	26.0	3.0	1.0
164	12.0	3.0	1.0
165	18.0	3.0	1.0
166	25.0	2.0	1.0
167	20.0	3.0	1.0
168	16.0	2.0	1.0
169	15.0	2.0	1.0
170	12.0	3.0	1.0
171	0.0	2.0	1.0
172	24.0	3.0	1.0
173	0.0	2.0	1.0
174	-1.0	0.0	-1.0
175	10.0	3.0	1.0
176	13.0	3.0	1.0
177	-1.0	0.0	-1.0
178	9.0	3.0	1.0
179	17.0	3.0	1.0
180	23.0	3.0	1.0
181	23.0	3.0	1.0
182	13.0	3.0	1.0
183	24.0	3.0	1.0
184	0.0	2.0	1.0
185	24.0	3.0	1.0
186	0.0	2.0	1.0
187	15.0	3.0	1.0
188	-1.0	0.0	-1.0
189	17.0	3.0	1.0
190	0.0	2.0	1.0
191	17.0	2.0	1.0
192	0.0	2.0	1.0
193	-1.0	0.0	0.0
194	-1.0	0.0	-1.0
195	20.0	3.0	1.0
196	23.0	3.0	1.0
197	23.0	2.0	1.0
198	26.0	3.0	1.0
199	-1.0	0.0	-1.0
200	16.0	2.0	1.0
201	0.0	2.0	1.0
202	24.0	2.0	1.0
203	-1.0	0.0	-1.0
204	8.0	3.0	1.0
205	23.0	3.0	1.0
206	-1.0	0.0	-1.0
207	0.0	2.0	1.0
208	15.0	2.0	1.0
209	-1.0	0.0	-1.0
210	20.0	3.0	1.0
211	-1.0	0.0	-1.0
212	-1.0	0.0	-1.0
213	-1.0	0.0	-1.0
214	0.0	2.0	1.0
215	24.0	3.0	1.0
216	0.0	2.0	1.0
217	-1.0	0.0	-1.0
218	-1.0	0.0	-1.0
219	15.0	2.0	1.0
220	15.0	2.0	1.0
221	0.0	2.0	1.0
222	0.0	2.0	1.0
223	-1.0	0.0	-1.0
224	-1.0	0.0	0.0
225	-1.0	0.0	-1.0
226	18.0	3.0	1.0
227	15.0	2.0	1.0
228	18.0	3.0	1.0
229	0.0	2.0	1.0
230	27.0	2.0	1.0
231	8.0	2.0	1.0
232	0.0	2.0	1.0
233	0.0	2.0	1.0
234	-1.0	0.0	-1.0
235	27.0	2.0	1.0
236	-1.0	0.0	0.0
237	25.0	3.0	1.0
238	13.0	3.0	1.0
239	26.0	3.0	1.0
240	14.0	3.0	1.0
241	-1.0	0.0	-1.0
242	-1.0	0.0	-1.0
243	-1.0	0.0	-1.0
244	-1.0	0.0	-1.0
245	23.0	2.0	1.0
246	22.0	2.0	1.0
247	-1.0	0.0	0.0
248	0.0	2.0	1.0
249	-1.0	0.0	-1.0
250	-1.0	0.0	0.0
251	20.0	3.0	1.0
252	23.0	2.0	1.0
253	26.0	3.0	1.0
254	22.0	2.0	1.0
255	-1.0	0.0	-1.0
256	12.0	2.0	1.0
257	22.0	3.0	1.0
258	22.0	3.0	1.0
259	24.0	3.0	1.0
260	-1.0	0.0	0.0
261	13.0	3.0	1.0
262	16.0	2.0	1.0
263	-1.0	0.0	0.0
264	22.0	2.0	1.0
265	14.0	3.0	1.0
266	-1.0	0.0	-1.0
267	-1.0	0.0	-1.0
268	21.0	3.0	1.0
269	-1.0	0.0	-1.0
270	0.0	2.0	1.0
271	22.0	2.0	1.0
272	18.0	3.0	1.0
273	0.0	2.0	1.0
274	-1.0	0.0	0.0
275	19.0	3.0	1.0
276	-1.0	0.0	-1.0
277	-1.0	0.0	-1.0
278	28.0	2.0	1.0
279	0.0	2.0	1.0
280	-1.0	0.0	0.0
281	-1.0	0.0	-1.0
282	-1.0	0.0	-1.0
283	-1.0	0.0	-1.0
284	-1.0	0.0	-1.0
285	-1.0	0.0	0.0
286	0.0	2.0	1.0
287	17.0	2.0	1.0
288	23.0	3.0	1.0
289	-1.0	0.0	-1.0
290	0.0	2.0	1.0
291	-1.0	0.0	-1.0
292	27.0	2.0	1.0
293	14.0	3.0	1.0
294	-1.0	0.0	-1.0
295	23.0	2.0	1.0
296	9.0	3.0	1.0
297	10.0	3.0	1.0
298	0.0	2.0	1.0
299	27.0	3.0	1.0
300	14.0	3.0	1.0
301	0.0	2.0	1.0
302	17.0	3.0	1.0
303	-1.0	0.0	-1.0
304	0.0	2.0	1.0
305	-1.0	0.0	-1.0
306	0.0	2.0	1.0
307	-1.0	0.0	-1.0
308	11.0	2.0	1.0
309	0.0	2.0	1.0
310	-1.0	0.0	0.0
311	-1.0	0.0	0.0
312	17.0	3.0	1.0
313	0.0	2.0	1.0
314	-1.0	0.0	-1.0
315	-1.0	0.0	-1.0
316	10.0	2.0	1.0
317	-1.0	0.0	0.0
318	11.0	3.0	1.0
319	-1.0	0.0	-1.0
320	-1.0	0.0	-1.0
321	-1.0	0.0	-1.0
322	-1.0	0.0	0.0
323	9.0	2.0	1.0
324	28.0	2.0	1.0
325	18.0	3.0	1.0
326	21.0	3.0	1.0
327	0.0	2.0	1.0
328	0.0	2.0	1.0
329	0.0	2.0	1.0
330	19.0	3.0	1.0
331	26.0	2.0	1.0
332	-1.0	0.0	-1.0
333	-1.0	0.0	0.0
334	15.0	3.0	1.0
335	0.0	2.0	1.0
336	-1.0	0.0	-1.0
337	19.0	2.0	1.0
338	21.0	3.0	1.0
339	-1.0	0.0	0.0
340	20.0	3.0	1.0
341	-1.0	0.0	-1.0
342	24.0	2.0	1.0
343	22.0	2.0	1.0
344	0.0	2.0	1.0
345	-1.0	0.0	0.0
346	-1.0	0.0	-1.0
347	12.0	3.0	1.0
348	8.0	2.0	1.0
349	0.0	2.0	1.0
350	0.0	2.0	1.0
351	-1.0	0.0	-1.0
352	-1.0	0.0	-1.0
353	8.0	2.0	1.0
354	12.0	2.0	1.0
355	22.0	3.0	1.0
356	-1.0	0.0	0.0
357	10.0	3.0	1.0
358	-1.0	0.0	-1.0
359	-1.0	0.0	-1.0
360	25.0	2.0	1.0
361	15.0	2.0	1.0
362	23.0	2.0	1.0
363	-1.0	0.0	-1.0
364	-1.0	0.0	-1.0
365	0.0	2.0	1.0
366	0.0	2.0	1.0
367	24.0	2.0	1.0
368	-1.0	0.0	-1.0
369	-1.0	0.0	0.0
370	23.0	2.0	1.0
371	0.0	2.0	1.0
372	-1.0	0.0	-1.0
373	0.0	2.0	1.0
374	0.0	2.0	1.0
375	-1.0	0.0	0.0
376	-1.0	0.0	-1.0
377	22.0	2.0	1.0
378	15.0	2.0	1.0
379	-1.0	0.0	-1.0
380	-1.0	0.0	-1.0
381	16.0	2.0	1.0
382	16.0	2.0	1.0
383	12.0	3.0	1.0
384	-1.0	0.0	-1.0
385	-1.0	0.0	-1.0
386	8.0	2.0	1.0
387	-1.0	0.0	-1.0
388	10.0	2.0	1.0
389	-1.0	0.0	-1.0
390	9.0	2.0	1.0
391	27.0	3.0	1.0
392	11.0	3.0	1.0
393	0.0	2.0	1.0
394	18.0	2.0	1.0
395	8.0	2.0	1.0
396	13.0	3.0	1.0
397	-1.0	0.0	0.0
398	0.0	2.0	1.0
399	26.0	2.0	1.0
400	-1.0	0.0	0.0
401	-1.0	0.0	-1.0
402	23.0	3.0	1.0
403	-1.0	0.0	0.0
404	-1.0	0.0	-1.0
405	0.0	2.0	1.0
406	15.0	2.0	1.0
407	24.0	3.0	1.0
408	-1.0	0.0	-1.0
409	-1.0	0.0	-1.0
410	-1.0	0.0	-1.0
411	-1.0	0.0	-1.0
412	9.0	3.0	1.0
413	24.0	2.0	1.0
414	16.0	3.0	1.0
415	0.0	2.0	1.0
416	-1.0	0.0	-1.0
417	-1.0	0.0	0.0
418	-1.0	0.0	-1.0
419	-1.0	0.0	-1.0
420	16.0	2.0	1.0
421	13.0	3.0	1.0
422	18.0	3.0	1.0
423	0.0	2.0	1.0
424	-1.0	0.0	-1.0
425	17.0	3.0	1.0
426	24.0	3.0	1.0
427	-1.0	0.0	-1.0
428	-1.0	0.0	0.0
429	-1.0	0.0	-1.0
430	-1.0	0.0	0.0
431	-1.0	0.0	-1.0
432	15.0	2.0	1.0
433	18.0	3.0	1.0
434	27.0	3.0	1.0
435	25.0	3.0	1.0
436	-1.0	0.0	-1.0
437	24.0	3.0	1.0
438	0.0	2.0	1.0
439	-1.0	0.0	0.0
440	-1.0	0.0	-1.0
441	15.0	2.0	1.0
442	-1.0	0.0	-1.0
443	0.0	2.0	1.0
444	-1.0	0.0	-1.0
445	24.0	2.0	1.0
446	-1.0	0.0	-1.0
447	11.0	3.0	1.0
448	-1.0	0.0	0.0
449	15.0	2.0	1.0
450	-1.0	0.0	-1.0
451	-1.0	0.0	-1.0
452	14.0	3.0	1.0
453	20.0	3.0	1.0
454	-1.0	0.0	-1.0
455	17.0	3.0	1.0
456	18.0	2.0	1.0
457	-1.0	0.0	-1.0
458	-1.0	0.0	-1.0
459	-1.0	0.0	-1.0
460	25.0	2.0	1.0
461	-1.0	0.0	-1.0
462	-1.0	0.0	0.0
463	-1.0	0.0	-1.0
464	-1.0	0.0	0.0
465	-1.0	0.0	-1.0
466	0.0	2.0	1.0
467	-1.0	0.0	0.0
468	-1.0	0.0	-1.0
469	0.0	2.0	1.0
470	16.0	2.0	1.0
471	26.0	2.0	1.0
472	8.0	2.0	1.0
473	28.0	3.0	1.0
474	18.0	3.0	1.0
475	-1.0	0.0	-1.0
476	17.0	2.0	1.0
477	-1.0	0.0	0.0
478	-1.0	0.0	-1.0
479	-1.0	0.0	-1.0
480	-1.0	0.0	0.0
481	-1.0	0.0	-1.0
482	-1.0	0.0	0.0
483	-1.0	0.0	0.0
484	23.0	2.0	1.0
485	0.0	2.0	1.0
486	0.0	2.0	1.0
487	23.0	3.0	1.0
488	16.0	2.0	1.0
489	10.0	2.0	1.0
490	-1.0	0.0	0.0
491	25.0	3.0	1.0
492	0.0	2.0	1.0
493	0.0	2.0	1.0
494	-1.0	0.0	-1.0
495	-1.0	0.0	-1.0
496	-1.0	0.0	-1.0
497	25.0	2.0	1.0
498	-1.0	0.0	-1.0
499	19.0	2.0	1.0
500	24.0	2.0	1.0
501	24.0	2.0	1.0
502	0.0	2.0	1.0
503	23.0	3.0	1.0
504	27.0	3.0	1.0
505	-1.0	0.0	-1.0
506	24.0	2.0	1.0
507	-1.0	0.0	-1.0
508	16.0	2.0	1.0
509	9.0	3.0	1.0
510	-1.0	0.0	-1.0
511	-1.0	0.0	0.0
512	-1.0	0.0	-1.0
513	8.0	2.0	1.0
514	28.0	3.0	1.0
515	17.0	2.0	1.0
516	15.0	2.0	1.0
517	15.0	2.0	1.0
518	-1.0	0.0	-1.0
519	-1.0	0.0	0.0
520	15.0	2.0	1.0
521	9.0	2.0	1.0
522	8.0	2.0	1.0
523	-1.0	0.0	0.0
524	20.0	3.0	1.0
525	22.0	3.0	1.0
526	0.0	2.0	1.0
527	11.0	3.0	1.0
528	0.0	2.0	1.0
529	0.0	2.0	1.0
530	-1.0	0.0	0.0
531	-1.0	0.0	-1.0
532	14.0	3.0	1.0
533	17.0	3.0	1.0
534	25.0	2.0	1.0
535	-1.0	0.0	0.0
536	16.0	2.0	1.0
537	23.0	2.0	1.0
538	10.0	2.0	1.0
539	22.0	2.0	1.0
540	-1.0	0.0	-1.0
541	0.0	2.0	1.0
542	0.0	2.0	1.0
543	13.0	2.0	1.0
544	13.0	3.0	1.0
545	19.0	3.0	1.0
546	-1.0	0.0	-1.0
547	-1.0	0.0	-1.0
548	-1.0	0.0	0.0
549	0.0	2.0	1.0
550	23.0	2.0	1.0
551	8.0	2.0	1.0
552	-1.0	0.0	-1.0
553	28.0	3.0	1.0
554	-1.0	0.0	0.0
555	-1.0	0.0	-1.0
556	0.0	2.0	1.0
557	-1.0	0.0	0.0
558	0.0	2.0	1.0
559	-1.0	0.0	-1.0
560	-1.0	0.0	-1.0
561	-1.0	0.0	-1.0
562	0.0	2.0	1.0
563	-1.0	0.0	-1.0
564	0.0	2.0	1.0
565	-1.0	0.0	0.0
566	-1.0	0.0	-1.0
567	8.0	2.0	1.0
568	-1.0	0.0	-1.0
569	21.0	3.0	1.0
570	-1.0	0.0	-1.0
571	-1.0	0.0	-1.0
572	-1.0	0.0	-1.0
573	-1.0	0.0	-1.0
574	-1.0	0.0	0.0
575	-1.0	0.0	0.0
576	-1.0	0.0	-1.0
577	-1.0	0.0	-1.0
578	18.0	2.0	1.0
579	-1.0	0.0	-1.0
580	-1.0	0.0	0.0
581	-1.0	0.0	0.0
582	21.0	3.0	1.0
583	-1.0	0.0	0.0
584	0.0	2.0	1.0
585	21.0	2.0	1.0
586	24.0	2.0	1.0
587	-1.0	0.0	-1.0
588	24.0	2.0	1.0
589	-1.0	0.0	0.0
590	23.0	3.0	1.0
591	-1.0	0.0	0.0
592	-1.0	0.0	-1.0
593	-1.0	0.0	0.0
594	-1.0	0.0	-1.0
595	-1.0	0.0	-1.0
596	-1.0	0.0	0.0
597	0.0	2.0	1.0
598	0.0	2.0	1.0
599	-1.0	0.0	-1.0
600	-1.0	0.0	0.0
601	10.0	3.0	1.0
602	-1.0	0.0	-1.0
603	-1.0	0.0	0.0
604	11.0	3.0	1.0
605	-1.0	0.0	-1.0
606	0.0	2.0	1.0
607	0.0	2.0	1.0
608	-1.0	0.0	-1.0
609	-1.0	0.0	-1.0
610	-1.0	0.0	-1.0
611	12.0	2.0	1.0
612	16.0	2.0	1.0
613	-1.0	0.0	0.0
614	15.0	2.0	1.0
615	8.0	2.0	1.0
616	-1.0	0.0	0.0
617	-1.0	0.0	-1.0
618	10.0	3.0	1.0
619	-1.0	0.0	0.0
620	22.0	2.0	1.0
621	22.0	2.0	1.0
622	-1.0	0.0	-1.0
623	15.0	2.0	1.0
624	0.0	2.0	1.0
625	22.0	2.0	1.0
626	0.0	2.0	1.0
627	-1.0	0.0	0.0
628	-1.0	0.0	0.0
629	26.0	2.0	1.0
630	13.0	3.0	1.0
631	0.0	2.0	1.0
632	15.0	3.0	1.0
633	-1.0	0.0	-1.0
634	8.0	2.0	1.0
635	-1.0	0.0	0.0
636	-1.0	0.0	0.0
637	-1.0	0.0	0.0
638	-1.0	0.0	-1.0
639	24.0	2.0	1.0
640	26.0	2.0	1.0
641	-1.0	0.0	0.0
