index	outport	cost	SuccessFlag
0	15.0	2.0	1.0
1	8.0	2.0	1.0
2	9.0	3.0	1.0
3	16.0	3.0	1.0
4	19.0	3.0	1.0
5	27.0	3.0	1.0
6	21.0	3.0	1.0
7	8.0	3.0	1.0
8	8.0	2.0	1.0
9	22.0	2.0	1.0
10	22.0	2.0	1.0
11	23.0	3.0	1.0
12	18.0	3.0	1.0
13	15.0	2.0	1.0
14	10.0	3.0	1.0
15	22.0	2.0	1.0
16	0.0	2.0	1.0
17	22.0	2.0	1.0
18	22.0	2.0	1.0
19	0.0	2.0	1.0
20	15.0	2.0	1.0
21	0.0	2.0	1.0
22	15.0	2.0	1.0
23	8.0	2.0	1.0
24	18.0	3.0	1.0
25	16.0	2.0	1.0
26	15.0	2.0	1.0
27	0.0	2.0	1.0
28	17.0	3.0	1.0
29	24.0	3.0	1.0
30	18.0	3.0	1.0
31	18.0	3.0	1.0
32	0.0	2.0	1.0
33	0.0	2.0	1.0
34	0.0	2.0	1.0
35	14.0	3.0	1.0
36	21.0	3.0	1.0
37	17.0	2.0	1.0
38	8.0	2.0	1.0
39	19.0	3.0	1.0
40	0.0	2.0	1.0
41	-1.0	0.0	-1.0
42	27.0	3.0	1.0
43	0.0	2.0	1.0
44	0.0	2.0	1.0
45	0.0	2.0	1.0
46	8.0	2.0	1.0
47	0.0	2.0	1.0
48	-1.0	0.0	-1.0
49	12.0	3.0	1.0
50	0.0	2.0	1.0
51	21.0	3.0	1.0
52	24.0	3.0	1.0
53	18.0	3.0	1.0
54	0.0	2.0	1.0
55	16.0	3.0	1.0
56	8.0	2.0	1.0
57	0.0	2.0	1.0
58	24.0	3.0	1.0
59	0.0	2.0	1.0
60	23.0	3.0	1.0
61	8.0	2.0	1.0
62	-1.0	0.0	-1.0
63	9.0	2.0	1.0
64	9.0	2.0	1.0
65	22.0	2.0	1.0
66	8.0	2.0	1.0
67	-1.0	0.0	0.0
68	0.0	2.0	1.0
69	22.0	3.0	1.0
70	0.0	2.0	1.0
71	9.0	3.0	1.0
72	22.0	2.0	1.0
73	23.0	3.0	1.0
74	10.0	3.0	1.0
75	-1.0	0.0	-1.0
76	-1.0	0.0	0.0
77	-1.0	0.0	-1.0
78	11.0	3.0	1.0
79	14.0	3.0	1.0
80	12.0	3.0	1.0
81	11.0	3.0	1.0
82	-1.0	0.0	0.0
83	0.0	2.0	1.0
84	-1.0	0.0	0.0
85	0.0	2.0	1.0
86	28.0	3.0	1.0
87	19.0	3.0	1.0
88	18.0	3.0	1.0
89	0.0	2.0	1.0
90	-1.0	0.0	0.0
91	15.0	2.0	1.0
92	24.0	3.0	1.0
93	23.0	2.0	1.0
94	-1.0	0.0	-1.0
95	20.0	3.0	1.0
96	16.0	2.0	1.0
97	0.0	2.0	1.0
98	18.0	3.0	1.0
99	-1.0	0.0	-1.0
100	23.0	2.0	1.0
101	0.0	2.0	1.0
102	19.0	3.0	1.0
103	16.0	2.0	1.0
104	22.0	2.0	1.0
105	-1.0	0.0	-1.0
106	9.0	3.0	1.0
107	8.0	2.0	1.0
