index	outport	cost	SuccessFlag
0	28.0	3.0	1.0
1	15.0	2.0	1.0
2	18.0	3.0	1.0
3	0.0	2.0	1.0
4	18.0	3.0	1.0
5	24.0	3.0	1.0
6	13.0	3.0	1.0
7	8.0	2.0	1.0
8	10.0	3.0	1.0
9	22.0	2.0	1.0
10	8.0	3.0	1.0
11	0.0	2.0	1.0
12	12.0	3.0	1.0
13	11.0	3.0	1.0
14	21.0	3.0	1.0
15	20.0	3.0	1.0
16	-1.0	0.0	-1.0
17	16.0	2.0	1.0
18	24.0	3.0	1.0
19	10.0	3.0	1.0
20	9.0	2.0	1.0
21	-1.0	0.0	-1.0
22	14.0	3.0	1.0
23	16.0	3.0	1.0
24	0.0	2.0	1.0
25	22.0	2.0	1.0
26	25.0	3.0	1.0
27	15.0	2.0	1.0
28	22.0	2.0	1.0
29	0.0	2.0	1.0
30	0.0	2.0	1.0
31	24.0	3.0	1.0
32	25.0	3.0	1.0
33	-1.0	0.0	-1.0
34	0.0	2.0	1.0
35	0.0	2.0	1.0
36	22.0	3.0	1.0
37	-1.0	0.0	-1.0
38	8.0	2.0	1.0
39	-1.0	0.0	-1.0
40	22.0	2.0	1.0
41	10.0	2.0	1.0
42	17.0	3.0	1.0
43	21.0	3.0	1.0
44	28.0	3.0	1.0
45	22.0	3.0	1.0
46	0.0	2.0	1.0
47	15.0	2.0	1.0
48	15.0	2.0	1.0
49	23.0	2.0	1.0
50	23.0	3.0	1.0
51	9.0	2.0	1.0
52	0.0	2.0	1.0
53	15.0	2.0	1.0
54	23.0	2.0	1.0
55	0.0	2.0	1.0
56	13.0	3.0	1.0
57	8.0	2.0	1.0
58	25.0	3.0	1.0
59	17.0	3.0	1.0
60	22.0	2.0	1.0
61	8.0	3.0	1.0
62	12.0	3.0	1.0
63	0.0	2.0	1.0
64	0.0	2.0	1.0
65	17.0	3.0	1.0
66	27.0	3.0	1.0
67	15.0	2.0	1.0
68	8.0	2.0	1.0
69	9.0	3.0	1.0
70	12.0	3.0	1.0
71	15.0	3.0	1.0
72	-1.0	0.0	0.0
73	0.0	2.0	1.0
74	-1.0	0.0	-1.0
75	19.0	3.0	1.0
76	-1.0	0.0	-1.0
77	14.0	3.0	1.0
78	0.0	2.0	1.0
79	0.0	2.0	1.0
80	0.0	2.0	1.0
81	0.0	2.0	1.0
82	13.0	3.0	1.0
83	17.0	2.0	1.0
84	13.0	3.0	1.0
85	0.0	2.0	1.0
86	22.0	2.0	1.0
87	0.0	2.0	1.0
88	15.0	2.0	1.0
89	18.0	3.0	1.0
90	18.0	2.0	1.0
91	22.0	3.0	1.0
92	22.0	2.0	1.0
93	0.0	2.0	1.0
94	26.0	2.0	1.0
95	16.0	3.0	1.0
96	27.0	2.0	1.0
97	20.0	3.0	1.0
98	14.0	3.0	1.0
99	-1.0	0.0	0.0
100	-1.0	0.0	-1.0
101	9.0	3.0	1.0
102	8.0	2.0	1.0
103	10.0	3.0	1.0
104	-1.0	0.0	0.0
105	-1.0	0.0	-1.0
106	0.0	2.0	1.0
107	18.0	3.0	1.0
108	28.0	3.0	1.0
109	0.0	2.0	1.0
110	11.0	2.0	1.0
111	0.0	2.0	1.0
112	-1.0	0.0	0.0
113	-1.0	0.0	-1.0
114	21.0	3.0	1.0
115	22.0	2.0	1.0
116	22.0	2.0	1.0
117	-1.0	0.0	0.0
118	11.0	3.0	1.0
119	14.0	3.0	1.0
120	24.0	2.0	1.0
121	19.0	3.0	1.0
122	0.0	2.0	1.0
123	20.0	3.0	1.0
124	0.0	2.0	1.0
125	22.0	2.0	1.0
126	15.0	2.0	1.0
127	-1.0	0.0	-1.0
128	0.0	2.0	1.0
129	-1.0	0.0	-1.0
130	21.0	3.0	1.0
131	22.0	2.0	1.0
132	0.0	2.0	1.0
133	15.0	2.0	1.0
134	15.0	2.0	1.0
135	0.0	2.0	1.0
136	0.0	2.0	1.0
137	8.0	2.0	1.0
138	28.0	3.0	1.0
139	22.0	3.0	1.0
140	18.0	2.0	1.0
141	13.0	3.0	1.0
142	-1.0	0.0	0.0
143	13.0	3.0	1.0
144	13.0	3.0	1.0
145	23.0	2.0	1.0
146	0.0	2.0	1.0
147	0.0	2.0	1.0
148	-1.0	0.0	-1.0
149	16.0	2.0	1.0
150	10.0	3.0	1.0
151	0.0	2.0	1.0
152	8.0	2.0	1.0
153	13.0	3.0	1.0
154	15.0	2.0	1.0
155	-1.0	0.0	-1.0
156	11.0	3.0	1.0
157	8.0	2.0	1.0
158	9.0	2.0	1.0
159	21.0	3.0	1.0
160	-1.0	0.0	-1.0
161	0.0	2.0	1.0
162	0.0	2.0	1.0
163	0.0	2.0	1.0
164	0.0	2.0	1.0
165	-1.0	0.0	0.0
166	-1.0	0.0	0.0
167	0.0	2.0	1.0
168	16.0	2.0	1.0
169	-1.0	0.0	-1.0
170	14.0	3.0	1.0
171	0.0	2.0	1.0
172	-1.0	0.0	0.0
173	0.0	2.0	1.0
174	8.0	2.0	1.0
175	11.0	3.0	1.0
176	18.0	2.0	1.0
177	-1.0	0.0	-1.0
178	23.0	2.0	1.0
179	0.0	2.0	1.0
180	22.0	2.0	1.0
181	19.0	3.0	1.0
182	0.0	2.0	1.0
183	0.0	2.0	1.0
184	-1.0	0.0	-1.0
185	0.0	2.0	1.0
186	8.0	2.0	1.0
187	23.0	2.0	1.0
188	-1.0	0.0	0.0
189	-1.0	0.0	-1.0
190	-1.0	0.0	-1.0
191	8.0	2.0	1.0
192	-1.0	0.0	-1.0
193	24.0	2.0	1.0
194	-1.0	0.0	0.0
195	-1.0	0.0	-1.0
196	8.0	2.0	1.0
197	16.0	2.0	1.0
198	15.0	2.0	1.0
199	16.0	2.0	1.0
200	0.0	2.0	1.0
201	9.0	2.0	1.0
202	11.0	2.0	1.0
203	15.0	2.0	1.0
204	24.0	3.0	1.0
205	-1.0	0.0	-1.0
206	-1.0	0.0	-1.0
207	0.0	2.0	1.0
208	-1.0	0.0	0.0
209	17.0	3.0	1.0
210	19.0	3.0	1.0
211	-1.0	0.0	-1.0
212	15.0	2.0	1.0
213	0.0	2.0	1.0
214	12.0	2.0	1.0
215	0.0	2.0	1.0
216	-1.0	0.0	0.0
217	24.0	2.0	1.0
218	11.0	2.0	1.0
219	-1.0	0.0	-1.0
220	-1.0	0.0	-1.0
221	-1.0	0.0	-1.0
222	0.0	2.0	1.0
223	0.0	2.0	1.0
224	26.0	3.0	1.0
225	-1.0	0.0	-1.0
226	25.0	3.0	1.0
227	-1.0	0.0	-1.0
228	9.0	2.0	1.0
229	25.0	3.0	1.0
230	25.0	2.0	1.0
231	-1.0	0.0	-1.0
