5	2515
6	157
8	1516
28	9892
32	598
36	12498
39	8874
54	4004
65	2952
73	3308
91	375
101	3772
109	1082
125	5258
127	13344
133	412
145	811
163	3998
179	1657
181	1277
187	518
205	2099
219	679
223	6078
224	1767
232	2436
235	3618
238	4017
247	1393
250	5135
254	7775
260	6688
265	2901
266	432
271	2338
274	6880
275	18248
293	1117
319	3330
328	5965
360	7002
376	9034
390	8664
416	2178
423	5975
425	5908
448	2226
455	16520
471	15336
477	847
493	2586
498	25867
535	4840
536	5671
546	11390
577	2203
578	1703
594	6465
595	5788
604	3165
614	7200
621	24717
625	14373
633	9738
686	1644
692	7836
702	4046
704	3762
708	6544
716	4097
717	4355
744	6191
746	4242
773	14859
786	5528
793	4861
811	3935
816	7981
830	3453
834	2002
850	4908
863	16017
869	6679
921	8278
935	3590
950	9595
976	10168
995	1169
1001	1077
1009	3775
1022	2097
1049	26114
1053	1557
1079	2834
1081	2111
1090	1170
1100	10424
1109	3217
1119	4965
1127	16041
1145	11020
1154	2159
1158	7302
1159	10065
1163	5031
1164	3136
1180	7234
1183	8794
1186	3643
1190	9583
1202	1607
1208	11644
1218	6196
1219	7865
1224	2862
1231	3091
1233	10066
1237	6315
1243	7931
1245	4669
1247	8846
1253	3526
1255	10864
1265	8711
1284	1829
1288	1667
1301	7306
1302	2803
1307	1999
1313	21620
1319	4443
1340	4357
1346	1572
1349	3933
1354	8004
1363	2686
1404	6590
1415	4383
1461	9123
1472	7169
1476	4368
1486	7604
1491	6708
1505	2479
1510	1917
1519	4740
1542	2726
1543	5113
1547	2678
1549	1729
1556	9575
1557	1715
1558	3306
1574	5080
1588	9354
1606	13845
1615	14421
1624	3694
1633	5320
1640	1964
1660	2690
1665	2294
1676	9167
1708	8722
1717	2793
1719	5002
1721	2783
1730	2993
1739	5020
1749	10978
1772	12491
1775	3993
1779	9055
1780	4400
1789	8297
1816	15162
1854	17721
1857	2179
1864	12163
1875	6361
1880	8610
1889	2355
1892	19543
1917	5906
1957	5597
1972	4296
1983	11359
1985	3136
1997	9539
2002	2111
2004	4492
2029	18169
2049	3160
2062	10931
2070	9595
2078	3701
2081	7249
2105	2147
2116	7023
2123	5290
2126	5784
2127	6034
2128	14114
2147	2668
2167	7375
2187	10072
2193	9568
2200	5635
2209	3074
2217	9107
2223	9695
2258	8793
2280	3360
2286	4549
2287	7772
2293	3435
2296	7652
2301	7490
2303	3901
2327	3623
2335	11271
2355	3778
2380	4120
2391	6627
2416	5523
2431	8479
2434	2682
2436	7053
2443	13485
2466	3992
2475	3994
2476	5883
2477	3478
2478	7243
2504	3936
2506	3032
2513	5257
2527	2556
2528	6086
2554	2728
2590	3074
2594	4547
2612	5820
2613	2730
2627	8847
2635	7318
2639	5663
2641	6956
2653	3346
2659	7146
2677	3433
2686	5120
2690	3771
2694	14172
2698	10991
2706	5824
2728	4892
2729	22777
2730	15424
2739	17662
2743	3484
2753	3507
2781	10556
2799	22530
2800	12914
2814	10819
2819	7967
2839	3755
2855	9770
2858	4167
2877	3405
2890	17836
2894	5192
2899	12055
2935	11564
2943	4144
2965	4548
2977	3955
2990	4896
3034	7803
3039	10926
3058	9040
3071	20221
3075	7337
3082	21271
3096	3768
3111	6040
3112	10316
3121	6881
3134	10244
3146	4555
3174	6753
3195	4961
3197	3655
3199	21174
3215	8577
3219	3295
3233	24119
3234	6514
3251	5893
3252	4264
3270	6426
3284	12452
3300	15075
3301	5664
3306	5316
3316	12793
3324	7949
3326	6096
3333	7213
3335	7041
3342	5410
3351	6025
3352	5360
3360	3839
3370	5067
3372	18892
3382	9181
3391	4969
3392	18658
3405	4640
3421	3756
3426	21154
3430	6244
3436	8727
3438	5637
3443	3858
3451	7262
3459	8737
3472	7762
3488	5862
3491	28505
3493	5197
3501	8345
3514	5027
3519	5980
3520	14032
3524	8749
3526	6475
3541	15709
3543	6992
3583	10981
3587	4710
3594	16321
3596	44646
3599	8007
3601	5790
3626	5918
3649	7019
3667	8505
3671	6487
3672	11580
3675	12920
3678	5566
3695	4269
3702	7874
3708	4745
3722	6416
3725	4892
3729	7039
3731	7554
3732	13033
3734	16438
3737	10703
3738	6414
3739	11761
3747	5172
3802	10870
3818	19359
3845	6467
3855	35558
3861	17278
3862	10705
3867	10373
3873	6921
3887	8164
3914	10331
3938	5725
3956	13734
3957	14815
3963	10005
3966	5150
3968	9416
3979	4042
3985	7163
3988	8262
3989	7129
3996	5069
3997	10915
4015	8128
4017	4018
4035	7491
4069	5514
4080	6503
4095	8932
4099	8257
4101	9082
4116	7037
4130	10026
4134	16866
4140	10868
4159	9881
4162	6833
4165	5488
4167	7434
4173	8145
4177	13371
4181	4387
4183	4654
4188	6453
4197	6052
4200	7030
4205	10697
4217	5763
4232	4246
4235	7874
4273	11114
4274	10933
4275	9337
4284	7392
4288	5094
4324	7242
4327	6673
4332	6353
4344	7313
4352	21918
4356	10593
4360	11419
4363	6103
4364	6550
4368	14657
4369	5155
4373	4713
4375	5769
4383	12273
4390	4629
4409	6626
4429	8552
4437	6034
4453	6682
4457	7548
4468	12943
4470	6101
4473	8832
4498	8109
4504	7670
4512	16029
4513	5691
4534	9373
4544	22489
4550	18207
4569	4738
4574	13415
4579	7023
4584	8965
4590	11747
4607	5479
4621	9963
4624	7680
4629	8651
4646	5000
4648	4650
4671	6197
4677	7093
4679	8930
4698	14914
4699	4708
4719	20603
4738	7265
4741	33036
4750	14960
4751	5027
4752	8397
4770	7070
4782	4982
4789	13542
4806	11393
4813	24715
4839	16566
4856	8944
4864	8009
4870	8892
4876	10811
4892	10788
4908	7608
4926	15810
4955	12308
4962	13324
5002	19171
5025	5153
5030	5844
5033	6378
5034	5980
5036	26108
5052	5969
5059	10839
5071	15071
5108	9243
5110	15249
5114	8259
5115	11425
5117	5570
5129	11121
5136	8434
5140	6187
5143	7934
5146	6995
5149	6251
5150	12133
5153	6804
5156	10856
5157	10613
5194	5408
5196	7937
5204	11638
5213	5741
5251	9287
5268	7191
5324	6870
5326	12084
5335	6344
5336	6298
5337	5991
5342	7021
5358	6463
5390	7978
5391	7923
5398	10895
5399	5634
5402	9238
5405	6071
5406	13731
5411	21157
5413	11225
5418	5922
5444	16951
5445	11416
5446	7526
5455	13661
5458	8614
5466	5890
5468	6699
5473	9842
5476	9473
5480	13618
5484	10047
5486	10407
5492	5655
5494	8831
5500	7061
5506	10827
5507	9553
5510	10635
5525	6371
5546	21858
5560	13608
5565	9066
5570	7425
5572	6437
5590	6789
5595	17023
5613	15834
5630	6378
5635	9503
5648	10537
5658	11239
5663	13147
5665	5985
5666	6797
5674	7314
5678	13978
5683	10226
5700	13183
5726	9303
5755	16890
5758	9369
5761	7766
5763	6303
5765	19545
5773	6213
5776	6408
5784	7449
5794	13007
5795	6814
5804	5895
5814	22197
5820	6856
5826	8097
5832	9672
5845	10809
5847	14482
5850	6594
5852	9366
5857	6680
5860	8952
5880	6248
5881	7520
5887	13947
5888	6673
5908	9727
5910	10301
5920	13610
5923	9052
5962	11685
5969	8222
5991	13925
6052	10006
6060	10554
6061	15993
6063	14850
6105	7726
6106	7827
6111	9205
6114	7103
6120	17916
6128	8419
6129	7382
6163	6689
6180	10351
6182	8862
6189	17528
6194	9204
6220	13605
6228	23758
6234	11656
6240	12090
6249	19897
6254	12248
6262	7861
6270	9004
6275	9398
6281	13469
6287	6622
6298	7874
6302	17261
6305	15550
6310	14922
6315	9893
6319	9292
6328	7823
6329	11248
6340	6343
6360	11241
6367	25224
6375	7041
6376	10515
6379	21815
6401	7230
6404	7095
6423	9866
6440	9878
6451	6513
6469	6869
6470	8142
6495	14274
6513	7697
6524	20914
6532	13071
6562	7120
6566	14922
6567	6711
6593	7601
6600	12285
6611	10710
6614	15475
6629	9003
6633	8195
6654	11118
6657	9466
6664	9090
6669	7669
6679	6833
6696	6817
6699	13152
6705	21129
6711	8699
6712	23194
6753	9772
6762	8743
6794	9459
6799	8770
6809	36234
6811	6958
6816	21063
6817	9365
6820	9311
6829	11467
6833	11898
6835	14427
6865	13555
6910	10192
6938	11893
6946	9532
6951	7080
6967	27183
6991	11374
7005	7537
7007	11050
