throughput time totalTraffic trafficSuccessNum
222.0 135 16.0 16.0
222.0 136 16.0 16.0
222.0 137 16.0 16.0
222.0 138 16.0 16.0
222.0 139 16.0 16.0
222.0 140 16.0 16.0
222.0 141 16.0 16.0
222.0 142 16.0 16.0
222.0 143 16.0 16.0
222.0 144 16.0 16.0
225.0 145 17.0 17.0
225.0 146 17.0 17.0
225.0 147 17.0 17.0
225.0 148 17.0 17.0
225.0 149 17.0 17.0
225.0 150 17.0 17.0
225.0 151 17.0 17.0
225.0 152 17.0 17.0
225.0 153 17.0 17.0
225.0 154 17.0 17.0
225.0 155 17.0 17.0
225.0 156 17.0 17.0
221.0 157 16.0 16.0
221.0 158 16.0 16.0
221.0 159 16.0 16.0
221.0 160 16.0 16.0
221.0 161 16.0 16.0
221.0 162 16.0 16.0
224.0 163 17.0 17.0
224.0 164 17.0 17.0
224.0 165 17.0 17.0
224.0 166 17.0 17.0
224.0 167 17.0 17.0
224.0 168 17.0 17.0
224.0 169 17.0 17.0
224.0 170 17.0 17.0
224.0 171 17.0 17.0
224.0 172 17.0 17.0
224.0 173 17.0 17.0
224.0 174 17.0 17.0
224.0 175 17.0 17.0
224.0 176 17.0 17.0
224.0 177 17.0 17.0
224.0 178 17.0 17.0
256.0 179 18.0 18.0
256.0 180 18.0 18.0
288.0 181 19.0 19.0
288.0 182 19.0 19.0
288.0 183 19.0 19.0
288.0 184 19.0 19.0
288.0 185 19.0 19.0
288.0 186 19.0 19.0
320.0 187 20.0 20.0
320.0 188 20.0 20.0
320.0 189 20.0 20.0
320.0 190 20.0 20.0
320.0 191 20.0 20.0
320.0 192 20.0 20.0
320.0 193 20.0 20.0
320.0 194 20.0 20.0
320.0 195 20.0 20.0
320.0 196 20.0 20.0
320.0 197 20.0 20.0
320.0 198 20.0 20.0
320.0 199 20.0 20.0
320.0 200 20.0 20.0
320.0 201 20.0 20.0
320.0 202 20.0 20.0
320.0 203 20.0 20.0
320.0 204 20.0 20.0
328.0 205 21.0 21.0
328.0 206 21.0 21.0
328.0 207 21.0 21.0
328.0 208 21.0 21.0
328.0 209 21.0 21.0
328.0 210 21.0 21.0
328.0 211 21.0 21.0
328.0 212 21.0 21.0
328.0 213 21.0 21.0
328.0 214 21.0 21.0
328.0 215 21.0 21.0
328.0 216 21.0 21.0
328.0 217 21.0 21.0
328.0 218 21.0 21.0
332.0 219 22.0 22.0
332.0 220 22.0 22.0
332.0 221 22.0 22.0
332.0 222 22.0 22.0
364.0 223 23.0 23.0
368.0 224 24.0 24.0
368.0 225 24.0 24.0
368.0 226 24.0 24.0
368.0 227 24.0 24.0
368.0 228 24.0 24.0
368.0 229 24.0 24.0
368.0 230 24.0 24.0
368.0 231 24.0 24.0
400.0 232 25.0 25.0
400.0 233 25.0 25.0
400.0 234 25.0 25.0
432.0 235 26.0 26.0
432.0 236 26.0 26.0
432.0 237 26.0 26.0
440.0 238 27.0 27.0
440.0 239 27.0 27.0
440.0 240 27.0 27.0
440.0 241 27.0 27.0
440.0 242 27.0 27.0
440.0 243 27.0 27.0
440.0 244 27.0 27.0
440.0 245 27.0 27.0
440.0 246 27.0 27.0
443.0 247 28.0 28.0
443.0 248 28.0 28.0
443.0 249 28.0 28.0
451.0 250 29.0 29.0
451.0 251 29.0 29.0
451.0 252 29.0 29.0
451.0 253 29.0 29.0
459.0 254 30.0 30.0
459.0 255 30.0 30.0
459.0 256 30.0 30.0
459.0 257 30.0 30.0
459.0 258 30.0 30.0
459.0 259 30.0 30.0
462.0 260 31.0 31.0
462.0 261 31.0 31.0
462.0 262 31.0 31.0
462.0 263 31.0 31.0
462.0 264 31.0 31.0
494.0 265 32.0 32.0
526.0 266 33.0 33.0
526.0 267 33.0 33.0
526.0 268 33.0 33.0
526.0 269 33.0 33.0
526.0 270 33.0 33.0
529.0 271 34.0 34.0
529.0 272 34.0 34.0
529.0 273 34.0 34.0
533.0 274 35.0 35.0
537.0 275 36.0 36.0
537.0 276 36.0 36.0
537.0 277 36.0 36.0
537.0 278 36.0 36.0
537.0 279 36.0 36.0
537.0 280 36.0 36.0
537.0 281 36.0 36.0
537.0 282 36.0 36.0
537.0 283 36.0 36.0
537.0 284 36.0 36.0
537.0 285 36.0 36.0
537.0 286 36.0 36.0
537.0 287 36.0 36.0
537.0 288 36.0 36.0
537.0 289 36.0 36.0
537.0 290 36.0 36.0
537.0 291 36.0 36.0
537.0 292 36.0 36.0
545.0 293 37.0 37.0
545.0 294 37.0 37.0
545.0 295 37.0 37.0
545.0 296 37.0 37.0
545.0 297 37.0 37.0
545.0 298 37.0 37.0
545.0 299 37.0 37.0
545.0 300 37.0 37.0
545.0 301 37.0 37.0
545.0 302 37.0 37.0
545.0 303 37.0 37.0
545.0 304 37.0 37.0
545.0 305 37.0 37.0
545.0 306 37.0 37.0
545.0 307 37.0 37.0
545.0 308 37.0 37.0
545.0 309 37.0 37.0
545.0 310 37.0 37.0
545.0 311 37.0 37.0
545.0 312 37.0 37.0
545.0 313 37.0 37.0
545.0 314 37.0 37.0
545.0 315 37.0 37.0
545.0 316 37.0 37.0
545.0 317 37.0 37.0
545.0 318 37.0 37.0
553.0 319 38.0 38.0
553.0 320 38.0 38.0
553.0 321 38.0 38.0
553.0 322 38.0 38.0
553.0 323 38.0 38.0
553.0 324 38.0 38.0
553.0 325 38.0 38.0
553.0 326 38.0 38.0
553.0 327 38.0 38.0
585.0 328 39.0 39.0
585.0 329 39.0 39.0
585.0 330 39.0 39.0
585.0 331 39.0 39.0
585.0 332 39.0 39.0
585.0 333 39.0 39.0
585.0 334 39.0 39.0
585.0 335 39.0 39.0
585.0 336 39.0 39.0
585.0 337 39.0 39.0
585.0 338 39.0 39.0
585.0 339 39.0 39.0
585.0 340 39.0 39.0
585.0 341 39.0 39.0
585.0 342 39.0 39.0
585.0 343 39.0 39.0
585.0 344 39.0 39.0
585.0 345 39.0 39.0
585.0 346 39.0 39.0
585.0 347 39.0 39.0
585.0 348 39.0 39.0
585.0 349 39.0 39.0
585.0 350 39.0 39.0
585.0 351 39.0 39.0
585.0 352 39.0 39.0
585.0 353 39.0 39.0
585.0 354 39.0 39.0
585.0 355 39.0 39.0
585.0 356 39.0 39.0
585.0 357 39.0 39.0
585.0 358 39.0 39.0
585.0 359 39.0 39.0
585.0 360 40.0 39.0
585.0 361 40.0 39.0
585.0 362 40.0 39.0
585.0 363 40.0 39.0
585.0 364 40.0 39.0
585.0 365 40.0 39.0
585.0 366 40.0 39.0
585.0 367 40.0 39.0
585.0 368 40.0 39.0
585.0 369 40.0 39.0
585.0 370 40.0 39.0
585.0 371 40.0 39.0
585.0 372 40.0 39.0
585.0 373 40.0 39.0
585.0 374 40.0 39.0
577.0 375 39.0 38.0
581.0 376 40.0 39.0
581.0 377 40.0 39.0
581.0 378 40.0 39.0
581.0 379 40.0 39.0
581.0 380 40.0 39.0
581.0 381 40.0 39.0
581.0 382 40.0 39.0
581.0 383 40.0 39.0
581.0 384 40.0 39.0
581.0 385 40.0 39.0
581.0 386 40.0 39.0
581.0 387 40.0 39.0
581.0 388 40.0 39.0
581.0 389 40.0 39.0
581.0 390 41.0 39.0
581.0 391 41.0 39.0
581.0 392 41.0 39.0
581.0 393 41.0 39.0
581.0 394 41.0 39.0
581.0 395 41.0 39.0
581.0 396 41.0 39.0
581.0 397 41.0 39.0
581.0 398 41.0 39.0
581.0 399 41.0 39.0
581.0 400 41.0 39.0
581.0 401 41.0 39.0
581.0 402 41.0 39.0
581.0 403 41.0 39.0
581.0 404 41.0 39.0
581.0 405 41.0 39.0
581.0 406 41.0 39.0
581.0 407 41.0 39.0
581.0 408 41.0 39.0
581.0 409 41.0 39.0
581.0 410 41.0 39.0
581.0 411 41.0 39.0
573.0 412 40.0 38.0
573.0 413 40.0 38.0
573.0 414 40.0 38.0
573.0 415 40.0 38.0
577.0 416 41.0 39.0
577.0 417 41.0 39.0
577.0 418 41.0 39.0
577.0 419 41.0 39.0
577.0 420 41.0 39.0
577.0 421 41.0 39.0
577.0 422 41.0 39.0
585.0 423 42.0 40.0
585.0 424 42.0 40.0
589.0 425 43.0 41.0
589.0 426 43.0 41.0
589.0 427 43.0 41.0
589.0 428 43.0 41.0
589.0 429 43.0 41.0
589.0 430 43.0 41.0
589.0 431 43.0 41.0
557.0 432 42.0 40.0
557.0 433 42.0 40.0
557.0 434 42.0 40.0
557.0 435 42.0 40.0
557.0 436 42.0 40.0
557.0 437 42.0 40.0
557.0 438 42.0 40.0
557.0 439 42.0 40.0
557.0 440 42.0 40.0
557.0 441 42.0 40.0
557.0 442 42.0 40.0
557.0 443 42.0 40.0
557.0 444 42.0 40.0
557.0 445 42.0 40.0
557.0 446 42.0 40.0
557.0 447 42.0 40.0
557.0 448 43.0 40.0
557.0 449 43.0 40.0
557.0 450 43.0 40.0
557.0 451 43.0 40.0
557.0 452 43.0 40.0
557.0 453 43.0 40.0
557.0 454 43.0 40.0
560.0 455 44.0 41.0
560.0 456 44.0 41.0
560.0 457 44.0 41.0
560.0 458 44.0 41.0
560.0 459 44.0 41.0
560.0 460 44.0 41.0
560.0 461 44.0 41.0
560.0 462 44.0 41.0
560.0 463 44.0 41.0
560.0 464 44.0 41.0
560.0 465 44.0 41.0
560.0 466 44.0 41.0
560.0 467 44.0 41.0
560.0 468 44.0 41.0
560.0 469 44.0 41.0
560.0 470 44.0 41.0
564.0 471 45.0 42.0
564.0 472 45.0 42.0
564.0 473 45.0 42.0
564.0 474 45.0 42.0
564.0 475 45.0 42.0
564.0 476 45.0 42.0
567.0 477 46.0 43.0
567.0 478 46.0 43.0
567.0 479 46.0 43.0
567.0 480 46.0 43.0
567.0 481 46.0 43.0
567.0 482 46.0 43.0
567.0 483 46.0 43.0
567.0 484 46.0 43.0
567.0 485 46.0 43.0
567.0 486 46.0 43.0
567.0 487 46.0 43.0
567.0 488 46.0 43.0
567.0 489 46.0 43.0
567.0 490 46.0 43.0
567.0 491 46.0 43.0
567.0 492 46.0 43.0
567.0 493 47.0 43.0
567.0 494 47.0 43.0
567.0 495 47.0 43.0
567.0 496 47.0 43.0
567.0 497 47.0 43.0
575.0 498 48.0 44.0
575.0 499 48.0 44.0
575.0 500 48.0 44.0
575.0 501 48.0 44.0
575.0 502 48.0 44.0
575.0 503 48.0 44.0
575.0 504 48.0 44.0
575.0 505 48.0 44.0
575.0 506 48.0 44.0
575.0 507 48.0 44.0
575.0 508 48.0 44.0
575.0 509 48.0 44.0
575.0 510 48.0 44.0
575.0 511 48.0 44.0
575.0 512 48.0 44.0
575.0 513 48.0 44.0
575.0 514 48.0 44.0
575.0 515 48.0 44.0
575.0 516 48.0 44.0
575.0 517 48.0 44.0
543.0 518 47.0 43.0
543.0 519 47.0 43.0
543.0 520 47.0 43.0
543.0 521 47.0 43.0
543.0 522 47.0 43.0
543.0 523 47.0 43.0
543.0 524 47.0 43.0
543.0 525 47.0 43.0
543.0 526 47.0 43.0
543.0 527 47.0 43.0
543.0 528 47.0 43.0
543.0 529 47.0 43.0
543.0 530 47.0 43.0
543.0 531 47.0 43.0
543.0 532 47.0 43.0
543.0 533 47.0 43.0
543.0 534 47.0 43.0
546.0 535 48.0 44.0
578.0 536 49.0 45.0
578.0 537 49.0 45.0
578.0 538 49.0 45.0
578.0 539 49.0 45.0
578.0 540 49.0 45.0
578.0 541 49.0 45.0
578.0 542 49.0 45.0
578.0 543 49.0 45.0
578.0 544 49.0 45.0
578.0 545 49.0 45.0
586.0 546 50.0 46.0
586.0 547 50.0 46.0
586.0 548 50.0 46.0
586.0 549 50.0 46.0
586.0 550 50.0 46.0
586.0 551 50.0 46.0
586.0 552 50.0 46.0
586.0 553 50.0 46.0
586.0 554 50.0 46.0
586.0 555 50.0 46.0
586.0 556 50.0 46.0
586.0 557 50.0 46.0
586.0 558 50.0 46.0
586.0 559 50.0 46.0
586.0 560 50.0 46.0
586.0 561 50.0 46.0
586.0 562 50.0 46.0
586.0 563 50.0 46.0
586.0 564 50.0 46.0
586.0 565 50.0 46.0
586.0 566 50.0 46.0
586.0 567 50.0 46.0
586.0 568 50.0 46.0
586.0 569 50.0 46.0
586.0 570 50.0 46.0
586.0 571 50.0 46.0
586.0 572 50.0 46.0
586.0 573 50.0 46.0
586.0 574 50.0 46.0
586.0 575 50.0 46.0
586.0 576 50.0 46.0
589.0 577 51.0 47.0
589.0 578 52.0 47.0
589.0 579 52.0 47.0
589.0 580 52.0 47.0
589.0 581 52.0 47.0
589.0 582 52.0 47.0
589.0 583 52.0 47.0
589.0 584 52.0 47.0
589.0 585 52.0 47.0
589.0 586 52.0 47.0
589.0 587 52.0 47.0
589.0 588 52.0 47.0
589.0 589 52.0 47.0
589.0 590 52.0 47.0
589.0 591 52.0 47.0
589.0 592 52.0 47.0
589.0 593 52.0 47.0
592.0 594 53.0 48.0
592.0 595 54.0 48.0
592.0 596 54.0 48.0
592.0 597 54.0 48.0
589.0 598 53.0 47.0
589.0 599 53.0 47.0
589.0 600 53.0 47.0
589.0 601 53.0 47.0
589.0 602 53.0 47.0
589.0 603 53.0 47.0
597.0 604 54.0 48.0
597.0 605 54.0 48.0
597.0 606 54.0 48.0
597.0 607 54.0 48.0
597.0 608 54.0 48.0
597.0 609 54.0 48.0
597.0 610 54.0 48.0
597.0 611 54.0 48.0
597.0 612 54.0 48.0
597.0 613 54.0 48.0
605.0 614 55.0 49.0
605.0 615 55.0 49.0
605.0 616 55.0 49.0
605.0 617 55.0 49.0
605.0 618 55.0 49.0
605.0 619 55.0 49.0
605.0 620 55.0 49.0
605.0 621 56.0 49.0
605.0 622 56.0 49.0
605.0 623 56.0 49.0
605.0 624 56.0 49.0
605.0 625 57.0 49.0
605.0 626 57.0 49.0
605.0 627 57.0 49.0
605.0 628 57.0 49.0
605.0 629 57.0 49.0
605.0 630 57.0 49.0
605.0 631 57.0 49.0
605.0 632 57.0 49.0
605.0 633 58.0 49.0
605.0 634 58.0 49.0
605.0 635 58.0 49.0
605.0 636 58.0 49.0
605.0 637 58.0 49.0
605.0 638 58.0 49.0
605.0 639 58.0 49.0
605.0 640 58.0 49.0
605.0 641 58.0 49.0
605.0 642 58.0 49.0
605.0 643 58.0 49.0
605.0 644 58.0 49.0
605.0 645 58.0 49.0
605.0 646 58.0 49.0
605.0 647 58.0 49.0
605.0 648 58.0 49.0
605.0 649 58.0 49.0
605.0 650 58.0 49.0
605.0 651 58.0 49.0
605.0 652 58.0 49.0
605.0 653 58.0 49.0
605.0 654 58.0 49.0
605.0 655 58.0 49.0
605.0 656 58.0 49.0
605.0 657 58.0 49.0
605.0 658 58.0 49.0
605.0 659 58.0 49.0
605.0 660 58.0 49.0
605.0 661 58.0 49.0
605.0 662 58.0 49.0
605.0 663 58.0 49.0
605.0 664 58.0 49.0
605.0 665 58.0 49.0
605.0 666 58.0 49.0
605.0 667 58.0 49.0
605.0 668 58.0 49.0
605.0 669 58.0 49.0
605.0 670 58.0 49.0
605.0 671 58.0 49.0
605.0 672 58.0 49.0
605.0 673 58.0 49.0
605.0 674 58.0 49.0
605.0 675 58.0 49.0
605.0 676 58.0 49.0
605.0 677 58.0 49.0
605.0 678 58.0 49.0
601.0 679 57.0 48.0
601.0 680 57.0 48.0
601.0 681 57.0 48.0
601.0 682 57.0 48.0
601.0 683 57.0 48.0
601.0 684 57.0 48.0
601.0 685 57.0 48.0
601.0 686 58.0 48.0
601.0 687 58.0 48.0
601.0 688 58.0 48.0
601.0 689 58.0 48.0
601.0 690 58.0 48.0
601.0 691 58.0 48.0
605.0 692 59.0 49.0
605.0 693 59.0 49.0
605.0 694 59.0 49.0
605.0 695 59.0 49.0
605.0 696 59.0 49.0
605.0 697 59.0 49.0
605.0 698 59.0 49.0
605.0 699 59.0 49.0
605.0 700 59.0 49.0
605.0 701 59.0 49.0
637.0 702 60.0 50.0
637.0 703 60.0 50.0
645.0 704 61.0 51.0
645.0 705 61.0 51.0
645.0 706 61.0 51.0
645.0 707 61.0 51.0
653.0 708 62.0 52.0
653.0 709 62.0 52.0
653.0 710 62.0 52.0
653.0 711 62.0 52.0
653.0 712 62.0 52.0
653.0 713 62.0 52.0
653.0 714 62.0 52.0
653.0 715 62.0 52.0
657.0 716 63.0 53.0
665.0 717 64.0 54.0
665.0 718 64.0 54.0
665.0 719 64.0 54.0
665.0 720 64.0 54.0
665.0 721 64.0 54.0
665.0 722 64.0 54.0
665.0 723 64.0 54.0
665.0 724 64.0 54.0
665.0 725 64.0 54.0
665.0 726 64.0 54.0
665.0 727 64.0 54.0
665.0 728 64.0 54.0
665.0 729 64.0 54.0
665.0 730 64.0 54.0
665.0 731 64.0 54.0
665.0 732 64.0 54.0
665.0 733 64.0 54.0
665.0 734 64.0 54.0
665.0 735 64.0 54.0
665.0 736 64.0 54.0
665.0 737 64.0 54.0
665.0 738 64.0 54.0
665.0 739 64.0 54.0
665.0 740 64.0 54.0
665.0 741 64.0 54.0
665.0 742 64.0 54.0
665.0 743 64.0 54.0
697.0 744 65.0 55.0
697.0 745 65.0 55.0
705.0 746 66.0 56.0
705.0 747 66.0 56.0
705.0 748 66.0 56.0
705.0 749 66.0 56.0
705.0 750 66.0 56.0
705.0 751 66.0 56.0
705.0 752 66.0 56.0
705.0 753 66.0 56.0
705.0 754 66.0 56.0
705.0 755 66.0 56.0
705.0 756 66.0 56.0
705.0 757 66.0 56.0
705.0 758 66.0 56.0
705.0 759 66.0 56.0
705.0 760 66.0 56.0
705.0 761 66.0 56.0
705.0 762 66.0 56.0
705.0 763 66.0 56.0
705.0 764 66.0 56.0
705.0 765 66.0 56.0
705.0 766 66.0 56.0
705.0 767 66.0 56.0
705.0 768 66.0 56.0
705.0 769 66.0 56.0
705.0 770 66.0 56.0
705.0 771 66.0 56.0
705.0 772 66.0 56.0
737.0 773 67.0 57.0
737.0 774 67.0 57.0
737.0 775 67.0 57.0
737.0 776 67.0 57.0
737.0 777 67.0 57.0
737.0 778 67.0 57.0
737.0 779 67.0 57.0
737.0 780 67.0 57.0
737.0 781 67.0 57.0
737.0 782 67.0 57.0
737.0 783 67.0 57.0
737.0 784 67.0 57.0
737.0 785 67.0 57.0
769.0 786 68.0 58.0
769.0 787 68.0 58.0
769.0 788 68.0 58.0
769.0 789 68.0 58.0
769.0 790 68.0 58.0
769.0 791 68.0 58.0
769.0 792 68.0 58.0
777.0 793 69.0 59.0
777.0 794 69.0 59.0
777.0 795 69.0 59.0
777.0 796 69.0 59.0
777.0 797 69.0 59.0
777.0 798 69.0 59.0
777.0 799 69.0 59.0
777.0 800 69.0 59.0
777.0 801 69.0 59.0
777.0 802 69.0 59.0
777.0 803 69.0 59.0
777.0 804 69.0 59.0
777.0 805 69.0 59.0
777.0 806 69.0 59.0
777.0 807 69.0 59.0
777.0 808 69.0 59.0
777.0 809 69.0 59.0
777.0 810 69.0 59.0
782.0 811 69.0 59.0
782.0 812 69.0 59.0
782.0 813 69.0 59.0
782.0 814 69.0 59.0
782.0 815 69.0 59.0
790.0 816 70.0 60.0
790.0 817 70.0 60.0
790.0 818 70.0 60.0
790.0 819 70.0 60.0
790.0 820 70.0 60.0
790.0 821 70.0 60.0
790.0 822 70.0 60.0
790.0 823 70.0 60.0
790.0 824 70.0 60.0
790.0 825 70.0 60.0
790.0 826 70.0 60.0
790.0 827 70.0 60.0
790.0 828 70.0 60.0
790.0 829 70.0 60.0
790.0 830 71.0 60.0
790.0 831 71.0 60.0
790.0 832 71.0 60.0
790.0 833 71.0 60.0
793.0 834 72.0 61.0
793.0 835 72.0 61.0
793.0 836 72.0 61.0
793.0 837 72.0 61.0
793.0 838 72.0 61.0
793.0 839 72.0 61.0
793.0 840 72.0 61.0
793.0 841 72.0 61.0
793.0 842 72.0 61.0
793.0 843 72.0 61.0
793.0 844 72.0 61.0
793.0 845 72.0 61.0
793.0 846 72.0 61.0
790.0 847 71.0 60.0
790.0 848 71.0 60.0
790.0 849 71.0 60.0
822.0 850 72.0 61.0
822.0 851 72.0 61.0
822.0 852 72.0 61.0
822.0 853 72.0 61.0
822.0 854 72.0 61.0
822.0 855 72.0 61.0
822.0 856 72.0 61.0
822.0 857 72.0 61.0
822.0 858 72.0 61.0
822.0 859 72.0 61.0
822.0 860 72.0 61.0
822.0 861 72.0 61.0
822.0 862 72.0 61.0
854.0 863 73.0 62.0
854.0 864 73.0 62.0
854.0 865 73.0 62.0
854.0 866 73.0 62.0
854.0 867 73.0 62.0
854.0 868 73.0 62.0
862.0 869 74.0 63.0
862.0 870 74.0 63.0
862.0 871 74.0 63.0
862.0 872 74.0 63.0
862.0 873 74.0 63.0
862.0 874 74.0 63.0
862.0 875 74.0 63.0
862.0 876 74.0 63.0
862.0 877 74.0 63.0
862.0 878 74.0 63.0
862.0 879 74.0 63.0
862.0 880 74.0 63.0
862.0 881 74.0 63.0
862.0 882 74.0 63.0
862.0 883 74.0 63.0
862.0 884 74.0 63.0
862.0 885 74.0 63.0
862.0 886 74.0 63.0
862.0 887 74.0 63.0
862.0 888 74.0 63.0
862.0 889 74.0 63.0
862.0 890 74.0 63.0
862.0 891 74.0 63.0
862.0 892 74.0 63.0
862.0 893 74.0 63.0
862.0 894 74.0 63.0
862.0 895 74.0 63.0
862.0 896 74.0 63.0
862.0 897 74.0 63.0
862.0 898 74.0 63.0
862.0 899 74.0 63.0
862.0 900 74.0 63.0
862.0 901 74.0 63.0
862.0 902 74.0 63.0
862.0 903 74.0 63.0
862.0 904 74.0 63.0
862.0 905 74.0 63.0
862.0 906 74.0 63.0
862.0 907 74.0 63.0
862.0 908 74.0 63.0
862.0 909 74.0 63.0
862.0 910 74.0 63.0
862.0 911 74.0 63.0
862.0 912 74.0 63.0
862.0 913 74.0 63.0
862.0 914 74.0 63.0
862.0 915 74.0 63.0
862.0 916 74.0 63.0
862.0 917 74.0 63.0
862.0 918 74.0 63.0
862.0 919 74.0 63.0
862.0 920 74.0 63.0
865.0 921 75.0 64.0
865.0 922 75.0 64.0
865.0 923 75.0 64.0
865.0 924 75.0 64.0
865.0 925 75.0 64.0
865.0 926 75.0 64.0
865.0 927 75.0 64.0
865.0 928 75.0 64.0
865.0 929 75.0 64.0
865.0 930 75.0 64.0
865.0 931 75.0 64.0
865.0 932 75.0 64.0
865.0 933 75.0 64.0
865.0 934 75.0 64.0
865.0 935 76.0 64.0
865.0 936 76.0 64.0
865.0 937 76.0 64.0
865.0 938 76.0 64.0
865.0 939 76.0 64.0
865.0 940 76.0 64.0
865.0 941 76.0 64.0
865.0 942 76.0 64.0
865.0 943 76.0 64.0
865.0 944 76.0 64.0
865.0 945 76.0 64.0
865.0 946 76.0 64.0
865.0 947 76.0 64.0
865.0 948 76.0 64.0
865.0 949 76.0 64.0
869.0 950 77.0 65.0
869.0 951 77.0 65.0
869.0 952 77.0 65.0
869.0 953 77.0 65.0
869.0 954 77.0 65.0
869.0 955 77.0 65.0
869.0 956 77.0 65.0
869.0 957 77.0 65.0
869.0 958 77.0 65.0
869.0 959 77.0 65.0
869.0 960 77.0 65.0
869.0 961 77.0 65.0
869.0 962 77.0 65.0
869.0 963 77.0 65.0
869.0 964 77.0 65.0
869.0 965 77.0 65.0
869.0 966 77.0 65.0
869.0 967 77.0 65.0
869.0 968 77.0 65.0
869.0 969 77.0 65.0
869.0 970 77.0 65.0
869.0 971 77.0 65.0
869.0 972 77.0 65.0
869.0 973 77.0 65.0
869.0 974 77.0 65.0
869.0 975 77.0 65.0
872.0 976 78.0 66.0
872.0 977 78.0 66.0
872.0 978 78.0 66.0
872.0 979 78.0 66.0
872.0 980 78.0 66.0
872.0 981 78.0 66.0
872.0 982 78.0 66.0
872.0 983 78.0 66.0
872.0 984 78.0 66.0
872.0 985 78.0 66.0
872.0 986 78.0 66.0
872.0 987 78.0 66.0
872.0 988 78.0 66.0
872.0 989 78.0 66.0
872.0 990 78.0 66.0
872.0 991 78.0 66.0
872.0 992 78.0 66.0
872.0 993 78.0 66.0
872.0 994 78.0 66.0
872.0 995 79.0 66.0
872.0 996 79.0 66.0
