SuccessFlag cost index outport
0.0 0.0 729 -1.0
1.0 2.0 730 22.0
1.0 3.0 731 0.0
1.0 0.0 732 11.0
1.0 3.0 733 0.0
1.0 3.0 734 14.0
1.0 2.0 735 16.0
1.0 3.0 736 0.0
1.0 3.0 737 23.0
0.0 0.0 738 -1.0
1.0 3.0 739 23.0
1.0 3.0 740 23.0
1.0 3.0 741 23.0
1.0 3.0 742 23.0
1.0 3.0 743 0.0
1.0 3.0 744 0.0
0.0 0.0 745 -1.0
1.0 2.0 746 22.0
1.0 4.0 747 14.0
1.0 2.0 748 0.0
1.0 1.0 749 18.0
0.0 0.0 750 -1.0
1.0 2.0 751 0.0
1.0 2.0 752 0.0
1.0 2.0 753 0.0
1.0 2.0 754 22.0
1.0 3.0 755 23.0
1.0 3.0 756 23.0
0.0 0.0 757 -1.0
1.0 3.0 758 8.0
0.0 0.0 759 -1.0
1.0 3.0 760 0.0
1.0 1.0 761 18.0
1.0 3.0 762 23.0
1.0 2.0 763 0.0
1.0 2.0 764 0.0
1.0 2.0 765 0.0
1.0 0.0 766 25.0
1.0 3.0 767 0.0
1.0 2.0 768 0.0
0.0 0.0 769 -1.0
1.0 3.0 770 8.0
1.0 1.0 771 27.0
0.0 0.0 772 -1.0
1.0 3.0 773 14.0
0.0 0.0 774 -1.0
0.0 0.0 775 -1.0
1.0 1.0 776 19.0
0.0 0.0 777 -1.0
0.0 0.0 778 -1.0
1.0 3.0 779 7.0
1.0 1.0 780 18.0
1.0 3.0 781 0.0
0.0 0.0 782 -1.0
1.0 3.0 783 0.0
0.0 0.0 784 -1.0
0.0 0.0 785 -1.0
0.0 0.0 786 -1.0
0.0 0.0 787 -1.0
1.0 2.0 788 0.0
1.0 0.0 789 17.0
1.0 3.0 790 0.0
0.0 0.0 791 0.0
1.0 4.0 792 21.0
1.0 2.0 793 0.0
0.0 0.0 794 0.0
1.0 2.0 795 0.0
0.0 0.0 796 -1.0
1.0 3.0 797 0.0
1.0 3.0 798 17.0
0.0 0.0 799 -1.0
1.0 2.0 800 16.0
1.0 3.0 801 0.0
1.0 0.0 802 24.0
1.0 3.0 803 0.0
1.0 1.0 804 19.0
0.0 0.0 805 -1.0
1.0 0.0 806 24.0
1.0 1.0 807 27.0
0.0 0.0 808 -1.0
0.0 0.0 809 -1.0
1.0 3.0 810 26.0
0.0 0.0 811 -1.0
1.0 1.0 812 19.0
0.0 0.0 813 -1.0
1.0 4.0 814 17.0
1.0 3.0 815 7.0
0.0 0.0 816 -1.0
1.0 1.0 817 18.0
1.0 3.0 818 0.0
1.0 3.0 819 7.0
1.0 2.0 820 0.0
1.0 3.0 821 26.0
0.0 0.0 822 -1.0
0.0 0.0 823 -1.0
1.0 3.0 824 7.0
0.0 0.0 825 -1.0
1.0 4.0 826 14.0
0.0 0.0 827 -1.0
1.0 1.0 828 10.0
1.0 3.0 829 0.0
1.0 3.0 830 7.0
0.0 0.0 831 -1.0
1.0 2.0 832 11.0
1.0 1.0 833 28.0
1.0 3.0 834 7.0
1.0 1.0 835 28.0
0.0 0.0 836 -1.0
0.0 0.0 837 -1.0
1.0 3.0 838 21.0
0.0 0.0 839 -1.0
1.0 1.0 840 18.0
0.0 0.0 841 -1.0
1.0 2.0 842 11.0
1.0 2.0 843 8.0
1.0 1.0 844 19.0
1.0 3.0 845 21.0
1.0 1.0 846 9.0
1.0 3.0 847 0.0
1.0 4.0 848 21.0
0.0 0.0 849 -1.0
1.0 2.0 850 17.0
1.0 3.0 851 0.0
1.0 3.0 852 21.0
1.0 2.0 853 0.0
0.0 0.0 854 -1.0
0.0 0.0 855 -1.0
0.0 0.0 856 -1.0
1.0 3.0 857 0.0
1.0 3.0 858 21.0
1.0 2.0 859 0.0
1.0 3.0 860 14.0
1.0 3.0 861 14.0
0.0 0.0 862 -1.0
1.0 3.0 863 0.0
1.0 1.0 864 10.0
1.0 0.0 865 10.0
1.0 2.0 866 0.0
1.0 3.0 867 8.0
1.0 2.0 868 0.0
0.0 0.0 869 -1.0
1.0 3.0 870 0.0
1.0 2.0 871 0.0
1.0 3.0 872 0.0
1.0 3.0 873 7.0
1.0 3.0 874 23.0
1.0 3.0 875 7.0
1.0 3.0 876 0.0
0.0 0.0 877 0.0
1.0 2.0 878 0.0
1.0 2.0 879 0.0
0.0 0.0 880 -1.0
1.0 3.0 881 23.0
1.0 2.0 882 0.0
1.0 2.0 883 0.0
0.0 0.0 884 -1.0
0.0 0.0 885 -1.0
1.0 3.0 886 23.0
1.0 4.0 887 21.0
1.0 2.0 888 17.0
0.0 0.0 889 -1.0
1.0 2.0 890 0.0
0.0 0.0 891 -1.0
1.0 3.0 892 7.0
0.0 0.0 893 -1.0
0.0 0.0 894 -1.0
0.0 0.0 895 -1.0
1.0 2.0 896 0.0
1.0 3.0 897 7.0
1.0 3.0 898 0.0
1.0 3.0 899 7.0
0.0 0.0 900 0.0
1.0 3.0 901 23.0
1.0 3.0 902 0.0
1.0 4.0 903 14.0
0.0 0.0 904 -1.0
1.0 2.0 905 0.0
1.0 2.0 906 24.0
0.0 0.0 907 -1.0
1.0 2.0 908 0.0
1.0 3.0 909 0.0
1.0 3.0 910 22.0
1.0 3.0 911 0.0
1.0 2.0 912 0.0
1.0 0.0 913 17.0
0.0 0.0 914 -1.0
1.0 2.0 915 0.0
1.0 3.0 916 7.0
1.0 3.0 917 18.0
0.0 0.0 918 -1.0
0.0 0.0 919 -1.0
1.0 3.0 920 0.0
1.0 2.0 921 15.0
1.0 3.0 922 7.0
0.0 0.0 923 -1.0
0.0 0.0 924 -1.0
0.0 0.0 925 -1.0
1.0 3.0 926 0.0
0.0 0.0 927 -1.0
1.0 2.0 928 0.0
0.0 0.0 929 -1.0
0.0 0.0 930 -1.0
1.0 3.0 931 7.0
1.0 2.0 932 0.0
1.0 3.0 933 0.0
1.0 1.0 934 10.0
1.0 2.0 935 8.0
1.0 1.0 936 19.0
1.0 3.0 937 0.0
1.0 3.0 938 0.0
1.0 2.0 939 0.0
1.0 3.0 940 0.0
1.0 1.0 941 18.0
1.0 3.0 942 7.0
0.0 0.0 943 -1.0
1.0 0.0 944 9.0
1.0 3.0 945 22.0
0.0 0.0 946 -1.0
0.0 0.0 947 -1.0
1.0 1.0 948 10.0
1.0 4.0 949 23.0
0.0 0.0 950 -1.0
1.0 3.0 951 17.0
1.0 2.0 952 0.0
1.0 2.0 953 0.0
1.0 2.0 954 0.0
0.0 0.0 955 -1.0
1.0 2.0 956 23.0
1.0 3.0 957 17.0
0.0 0.0 958 -1.0
1.0 4.0 959 21.0
1.0 0.0 960 17.0
1.0 2.0 961 24.0
0.0 0.0 962 -1.0
1.0 3.0 963 7.0
0.0 0.0 964 -1.0
0.0 0.0 965 -1.0
1.0 2.0 966 0.0
1.0 2.0 967 0.0
1.0 3.0 968 17.0
1.0 3.0 969 17.0
1.0 0.0 970 16.0
1.0 2.0 971 0.0
0.0 0.0 972 -1.0
0.0 0.0 973 -1.0
1.0 3.0 974 7.0
1.0 1.0 975 10.0
1.0 3.0 976 17.0
