,success,length,band
0,1.0,1.0,1
1,200.0,1.195,1013
2,400.0,1.16,2326
3,600.0,1.1566666666666667,3504
4,800.0,1.14875,4651
5,1000.0,1.187,5670
6,1199.0,1.1993327773144287,6516
7,1349.0,1.2928094885100074,7513
8,1440.0,1.2916666666666667,8143
9,1440.0,1.3527777777777779,8117
10,1500.0,1.3553333333333333,8049
11,1451.0,1.3273604410751205,8087
12,1496.0,1.3368983957219251,8210
13,1530.0,1.3209150326797385,8273
14,1562.0,1.354673495518566,8045
15,1501.0,1.3477681545636242,8106
16,1493.0,1.333556597454789,8142
17,1468.0,1.358991825613079,8093
18,1442.0,1.3363384188626908,8058
19,1481.0,1.3470627954085077,7994
20,1588.0,1.320528967254408,8165
21,1490.0,1.3355704697986577,8204
22,1444.0,1.3559556786703602,8032
23,1454.0,1.3335625859697386,8126
24,1493.0,1.318151373074347,8244
25,1471.0,1.3229095853161115,8136
